match_id,point_description
11998448,0
11998448,0
11998448,0
11998448,0
11998448,0
11998448,0
11998448,0
11998448,0
11998448,0
11998448,0
11998448,0
11998448,2
11998448,0
11998448,0
11998448,0
11998448,0
11998448,0
11998448,0
11998448,0
11998448,0
11998448,0
11998448,0
11998448,0
11998448,0
11998448,0
11998448,0
11998448,0
11998448,0
11998448,0
11998448,0
11998448,0
11998448,0
11998448,0
11998448,0
11998448,0
11998448,0
11998448,0
11998448,0
11998448,0
11998448,0
11998448,0
11998448,0
11998448,0
11998449,0
11998449,0
11998449,0
11998449,0
11998449,0
11998449,0
11998449,0
11998449,0
11998449,0
11998449,0
11998449,0
11998449,0
11998449,2
11998449,0
11998449,0
11998449,0
11998449,0
11998449,0
11998449,0
11998449,0
11998449,0
11998449,0
11998449,0
11998449,0
11998449,0
11998449,0
11998449,0
11998449,0
11998449,0
11998449,0
11998449,0
11998449,0
11998449,0
11998449,0
11998449,0
11998449,0
11998449,0
11998449,0
11998449,0
11998449,0
11998449,0
11998449,0
11998449,0
11998449,1
11998449,0
11998449,0
11998449,0
11998449,0
11998449,0
11998449,0
11998449,0
11998449,0
11998449,0
11998449,0
11998449,0
11998449,1
11998449,0
11998449,0
11998449,0
11998449,0
11998449,2
11998449,0
11998449,0
11998449,1
11998449,0
11998449,0
11998449,0
11998449,1
11998449,0
11998449,0
11998449,0
11998449,0
11998449,0
11998449,1
11998449,0
11998449,0
11998449,1
11998449,0
11998449,0
11998449,0
11998449,0
11998449,0
11998449,2
11998449,0
11998449,2
11998449,0
11998449,1
11998449,0
11998449,0
11998449,0
11998449,2
11998449,0
11998450,0
11998450,0
11998450,1
11998450,0
11998450,0
11998450,0
11998450,0
11998450,0
11998450,0
11998450,0
11998450,0
11998450,0
11998450,0
11998450,0
11998450,0
11998450,0
11998450,0
11998450,0
11998450,1
11998450,0
11998450,0
11998450,0
11998450,0
11998450,0
11998450,2
11998450,0
11998450,0
11998450,1
11998450,0
11998450,0
11998450,0
11998450,0
11998450,0
11998450,0
11998450,0
11998450,0
11998450,0
11998450,0
11998450,0
11998450,2
11998450,0
11998450,1
11998450,0
11998450,0
11998450,0
11998450,0
11998450,0
11998450,0
11998450,0
11998450,0
11998450,0
11998450,2
11998450,0
11998450,0
11998450,0
11998450,0
11998450,0
11998450,1
11998450,1
11998450,0
11998450,0
11998450,0
11998450,0
11998450,0
11998450,0
11998450,0
11998450,0
11998450,1
11998450,0
11998450,2
11998450,0
11998450,0
11998450,0
11998450,0
11998450,0
11998450,0
11998450,2
11998450,2
11998450,0
11998450,0
11998450,0
11998450,0
11998450,1
11998450,0
11998450,0
11998450,0
11998450,0
11998450,0
11998450,2
11998450,2
11998450,2
11998450,1
11998450,0
11998450,0
11998450,0
11998450,0
11998450,0
11998450,1
11998450,0
11998450,0
11998450,0
11998450,0
11998450,0
11998450,2
11998450,0
11998450,0
11998450,0
11998450,0
11998450,1
11998450,1
11998450,0
11998450,1
11998450,0
11998450,0
11998450,0
11998450,0
11998450,0
11998450,0
11998450,0
11998450,2
11998450,0
11998450,0
11998450,0
11998450,0
11998450,0
11998450,0
11998450,0
11998450,0
11998450,0
11998450,0
11998450,0
11998450,0
11998450,0
11998450,1
11998450,0
11998450,1
11998450,0
11998450,0
11998450,1
11998450,0
11998450,0
11998450,1
11998450,0
11998450,0
11998450,0
11998450,0
11998450,0
11998450,1
11998450,1
11998450,0
11998450,0
11998450,0
11998450,0
11998450,0
11998450,1
11998450,0
11998450,0
11998450,0
11998450,0
11998450,0
11998450,0
11998450,0
11998450,0
11998450,0
11998450,1
11998450,0
11998450,1
11998450,1
11998450,0
11998450,0
11998450,2
11998450,0
11998450,2
11998450,0
11998450,0
11998450,2
11998450,0
11998450,0
11998450,0
11998451,0
11998451,0
11998451,0
11998451,1
11998451,0
11998451,1
11998451,0
11998451,0
11998451,0
11998451,1
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,1
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,1
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,2
11998451,0
11998451,0
11998451,1
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,2
11998451,0
11998451,1
11998451,0
11998451,0
11998451,1
11998451,0
11998451,2
11998451,2
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,2
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,1
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,1
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998451,0
11998456,0
11998456,0
11998456,2
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,2
11998456,0
11998456,2
11998456,0
11998456,0
11998456,0
11998456,2
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,1
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,2
11998456,0
11998456,1
11998456,0
11998456,0
11998456,2
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,1
11998456,0
11998456,1
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,1
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,1
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,1
11998456,0
11998456,0
11998456,0
11998456,1
11998456,0
11998456,0
11998456,0
11998456,2
11998456,0
11998456,1
11998456,0
11998456,1
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,0
11998456,2
11998456,0
11998456,1
11998456,1
11998456,0
11998456,0
11998456,0
11998456,0
11998456,2
11998456,2
11998456,0
11998456,0
11998456,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,2
11998459,0
11998459,0
11998459,0
11998459,1
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,1
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,1
11998459,0
11998459,0
11998459,1
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,1
11998459,1
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,2
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,2
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998459,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,1
11998666,1
11998666,0
11998666,0
11998666,0
11998666,0
11998666,2
11998666,0
11998666,0
11998666,2
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,1
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,2
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,2
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,1
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,1
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,1
11998666,0
11998666,2
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998666,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,1
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,1
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,2
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,2
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,1
11998667,0
11998667,1
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,1
11998667,0
11998667,2
11998667,0
11998667,1
11998667,1
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,2
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,1
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998667,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,2
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,1
11998670,0
11998670,0
11998670,0
11998670,1
11998670,0
11998670,0
11998670,0
11998670,2
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,1
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,2
11998670,0
11998670,2
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,2
11998670,0
11998670,0
11998670,0
11998670,1
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,1
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,1
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,2
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,2
11998670,0
11998670,0
11998670,0
11998670,0
11998670,0
11998670,1
11998670,0
11998670,1
11998670,2
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,2
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,2
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,2
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998671,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,2
11998672,0
11998672,0
11998672,0
11998672,2
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,2
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,1
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,1
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,1
11998672,0
11998672,0
11998672,0
11998672,2
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,1
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,1
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,1
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,1
11998672,0
11998672,1
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,0
11998672,1
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,1
11998674,0
11998674,0
11998674,0
11998674,0
11998674,1
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,2
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,2
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,2
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,1
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,1
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,2
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,1
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,2
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998674,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,2
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,1
11998675,0
11998675,0
11998675,0
11998675,0
11998675,2
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,2
11998675,0
11998675,0
11998675,0
11998675,0
11998675,1
11998675,2
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,2
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,1
11998675,0
11998675,0
11998675,0
11998675,1
11998675,0
11998675,0
11998675,0
11998675,2
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998675,0
11998676,0
11998676,0
11998676,1
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,2
11998676,1
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,2
11998676,0
11998676,1
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,1
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,0
11998676,2
11998676,2
