match_id,Full_name_Home,Height_Home,Full_name_Away,Height_Away,winner_code,winner
11998445,"Cazaux, Arthur",1.83,"Auger-Aliassime, Felix",1.93,2,"Auger-Aliassime, Felix"
11998446,"Lestienne, Constant",1.8,Flavio Cobolli,1.83,2,Flavio Cobolli
11998447,"Ćorić, Borna",1.88,"Martinez, Pedro",1.85,1,"Ćorić, Borna"
11998448,"Mmoh, Michael",1.88,"Muller, Alexandre",1.83,1,"Mmoh, Michael"
11998449,"Paire, Benoit",1.96,"Mayot, Harold",1.78,2,"Mayot, Harold"
11998450,"Shapovalov, Denis",1.85,"Bublik, Alexander",1.96,2,"Bublik, Alexander"
11998451,"Shevchenko, Alexander",1.85,"Barrere, Gregoire",1.83,1,"Shevchenko, Alexander"
11998452,"Ćorić, Borna",1.88,Flavio Cobolli,1.83,1,"Ćorić, Borna"
11998453,"Mayot, Harold",1.78,"Auger-Aliassime, Felix",1.93,2,"Auger-Aliassime, Felix"
11998454,"Rune, Holger",1.88,"Mmoh, Michael",1.88,1,"Rune, Holger"
11998455,"Ćorić, Borna",1.88,"Bublik, Alexander",1.96,2,"Bublik, Alexander"
11998456,"Shevchenko, Alexander",1.85,"Bublik, Alexander",1.96,2,"Bublik, Alexander"
11998457,"Rune, Holger",1.88,"Ćorić, Borna",1.88,2,"Ćorić, Borna"
11998458,"Auger-Aliassime, Felix",1.93,"Bublik, Alexander",1.96,2,"Bublik, Alexander"
11998459,"Rune, Holger",1.88,"Llamas Ruiz, Pablo",1.88,1,"Rune, Holger"
11998663,"Jasika, Omar",1.83,"Bolt, Alex",1.83,1,"Jasika, Omar"
11998664,"Bolt, Alex",1.83,"Uchiyama, Yasutaka",1.83,1,"Bolt, Alex"
11998666,"Saville, Luke",1.88,"Imai, Shintaro",1.78,2,"Imai, Shintaro"
11998667,"Uchiyama, Yasutaka",1.83,"Polmans, Marc",1.88,1,"Uchiyama, Yasutaka"
11998670,"Moriya, Hiroki",1.68,"Bolt, Alex",1.83,2,"Bolt, Alex"
11998671,"Jasika, Omar",1.83,"Sweeny, Dane",1.7,1,"Jasika, Omar"
11998672,"Imai, Shintaro",1.78,"Sekulic, Philip",1.91,1,"Imai, Shintaro"
11998673,"Jasika, Omar",1.83,"Imai, Shintaro",1.78,1,"Jasika, Omar"
11998674,"Saville, Luke",1.88,"Jones, Hayden",1.75,1,"Saville, Luke"
11998675,"Hijikata, Rinky",1.78,"Jasika, Omar",1.83,2,"Jasika, Omar"
11998676,"Noguchi, Rio",1.68,"Sweeny, Dane",1.7,2,"Sweeny, Dane"
11998772,"Vandecasteele, Quinn",1.91,"Krueger, Mitchell",1.88,1,"Vandecasteele, Quinn"
11998773,"Kypson, Patrick",1.88,"Quinn, Ethan",1.91,1,"Kypson, Patrick"
11998774,"Duckworth, James",1.83,"Maloney, Patrick",1.93,1,"Duckworth, James"
11998775,"Kudla, Denis",1.8,"Quinn, Ethan",1.91,2,"Quinn, Ethan"
11998776,"Sandgren, Tennys",1.88,"Kudla, Denis",1.8,2,"Kudla, Denis"
11998777,"Quinn, Ethan",1.91,"Kwiatkowski, Thai-Son",1.88,1,"Quinn, Ethan"
11998778,"Duckworth, James",1.83,"Kypson, Patrick",1.88,2,"Kypson, Patrick"
11998779,"Duckworth, James",1.83,"Vandecasteele, Quinn",1.91,1,"Duckworth, James"
11998780,"Quinn, Ethan",1.91,"Kozlov, Stefan",1.83,1,"Quinn, Ethan"
11998781,"Nava, Emilio",1.85,"Kypson, Patrick",1.88,2,"Kypson, Patrick"
11998782,"Sandgren, Tennys",1.88,"Fanselow, Sebastian",,1,"Sandgren, Tennys"
11998783,"Rubin, Noah",1.75,"Kudla, Denis",1.8,2,"Kudla, Denis"
11998784,"Kwiatkowski, Thai-Son",1.88,"Trotter, James Kent",1.83,1,"Kwiatkowski, Thai-Son"
11998785,"Cassone, Murphy",1.88,"Kypson, Patrick",1.88,2,"Kypson, Patrick"
11998786,"Nava, Emilio",1.85,"Brady, Patrick",1.85,1,"Nava, Emilio"
11999004,"Krajinović, Filip",1.85,"Nakashima, Brandon",1.88,2,"Nakashima, Brandon"
11999005,"Naw, Hazem",1.83,"Otte, Oscar",1.93,1,"Naw, Hazem"
11999006,"Rehberg, Max Hans",1.83,"Nakashima, Brandon",1.88,2,"Nakashima, Brandon"
11999007,"Jorda Sanchis, David",1.98,"Rehberg, Max Hans",1.83,2,"Rehberg, Max Hans"
11999008,"Naw, Hazem",1.83,"Nakashima, Brandon",1.88,2,"Nakashima, Brandon"
11999009,"Kolar, Zdenek",1.83,"Lamasine, Tristan",1.83,1,"Kolar, Zdenek"
11999010,"Rodionov, Jurij",1.91,"Royer, Valentin",1.88,1,"Rodionov, Jurij"
11999011,"Travaglia, Stefano",1.85,"Marie, Jules",1.85,1,"Travaglia, Stefano"
11999012,"Kukushkin, Mikhail",1.83,"Damm Jr, Martin",2.03,2,"Damm Jr, Martin"
11999013,"Blockx, Alexander",1.91,"Molleker, Rudolf",1.88,2,"Molleker, Rudolf"
11999014,"Travaglia, Stefano",1.85,"Damm Jr, Martin",2.03,1,"Travaglia, Stefano"
11999015,"Kolar, Zdenek",1.83,"Naw, Hazem",1.83,2,"Naw, Hazem"
11999016,"Rodionov, Jurij",1.91,"Nakashima, Brandon",1.88,1,"Rodionov, Jurij"
11999018,"Rodionov, Jurij",1.91,"Travaglia, Stefano",1.85,1,"Rodionov, Jurij"
11999019,"Rodionov, Jurij",1.91,"Molleker, Rudolf",1.88,1,"Rodionov, Jurij"
11999206,"Weis, Alexander",1.88,"Pucinelli de Almeida, Matheus",1.83,2,"Pucinelli de Almeida, Matheus"
11999207,"Coria, Federico",1.8,"Mager, Gianluca",1.88,1,"Coria, Federico"
11999208,"Gill, Felix",1.75,"Gakhov, Ivan",1.91,1,"Gill, Felix"
11999209,"Alves, Mateus",1.93,"Ugo Carabelli, Camilo",1.85,2,"Ugo Carabelli, Camilo"
11999210,"Stodder, Timo",1.8,"Feldbausch, Kilian",1.91,2,"Feldbausch, Kilian"
11999211,"Casanova, Hernan",1.78,"Mager, Gianluca",1.88,2,"Mager, Gianluca"
11999212,"Pucinelli de Almeida, Matheus",1.83,"Lavagno, Edoardo",1.85,1,"Pucinelli de Almeida, Matheus"
11999213,"Coria, Federico",1.8,"Torres, Juan Bautista",1.78,1,"Coria, Federico"
11999214,"Feldbausch, Kilian",1.91,"Ugo Carabelli, Camilo",1.85,2,"Ugo Carabelli, Camilo"
11999215,"Cecchinato, Marco",1.85,"Gill, Felix",1.75,2,"Gill, Felix"
11999216,"Gill, Felix",1.75,"Ugo Carabelli, Camilo",1.85,2,"Ugo Carabelli, Camilo"
11999217,"Coria, Federico",1.8,"Pucinelli de Almeida, Matheus",1.83,1,"Coria, Federico"
11999218,"Coria, Federico",1.8,"Ugo Carabelli, Camilo",1.85,2,"Ugo Carabelli, Camilo"
11999219,"Dutra da Silva, Daniel",1.73,"Weis, Alexander",1.88,2,"Weis, Alexander"
11999220,"Campana Lee, Gerard",1.8,"Gakhov, Ivan",1.91,2,"Gakhov, Ivan"
12002040,"Fruhvirtova, Linda",1.72,"Zhu, Lin",1.73,2,"Zhu, Lin"
12002041,"Rodionova, Arina",1.68,"Bai, Zhuoxuan",,1,"Rodionova, Arina"
12002042,"Volynets, Katie",1.7,"Maria, Tatjana",1.72,1,"Volynets, Katie"
12002043,"Schmiedlova, Anna-Karolina",1.76,"Wang, Yafan",1.7,2,"Wang, Yafan"
12002044,"Golubic, Viktorija",1.69,"Putintseva, Yulia",1.63,2,"Putintseva, Yulia"
12002048,"Niemeier, Jule",1.78,"Alexandrova, Ekaterina",1.75,2,"Alexandrova, Ekaterina"
12002049,"Potapova, Anastasia",1.75,"Cocciaretto, Elisabetta",1.66,1,"Potapova, Anastasia"
12002050,"Yastremska, Dayana",1.75,"Vekić, Donna",1.79,2,"Vekić, Donna"
12002051,"Siniakova, Katerina",1.74,"Burel, Clara",1.76,2,"Burel, Clara"
12002052,"Pavlyuchenkova, Anastasia",1.76,"Boulter, Katie",1.82,1,"Pavlyuchenkova, Anastasia"
12002053,"Mertens, Elise",1.79,"Bronzetti, Lucia",1.7,1,"Mertens, Elise"
12002055,"Ostapenko, Jelena",1.77,"Tauson, Clara",1.82,1,"Ostapenko, Jelena"
12002057,"Shnaider, Diana",,"Gálfi, Dalma",1.78,1,"Shnaider, Diana"
12002058,"Wang, Xinyu",1.82,"Putintseva, Yulia",1.63,1,"Wang, Xinyu"
12002059,"Ostapenko, Jelena",1.77,"Burrage, Jodie",1.75,1,"Ostapenko, Jelena"
12002060,"Wang, Yafan",1.7,"Volynets, Katie",1.7,1,"Wang, Yafan"
12002061,"Mertens, Elise",1.79,"Pavlyuchenkova, Anastasia",1.76,2,"Pavlyuchenkova, Anastasia"
12002064,"Rodionova, Arina",1.68,"Zhu, Lin",1.73,2,"Zhu, Lin"
12002065,"Burel, Clara",1.76,"Vekić, Donna",1.79,2,"Vekić, Donna"
12002066,"Shnaider, Diana",,"Wang, Xinyu",1.82,1,"Shnaider, Diana"
12002067,"Wang, Yafan",1.7,"Zhu, Lin",1.73,2,"Zhu, Lin"
12002068,"Potapova, Anastasia",1.75,"Alexandrova, Ekaterina",1.75,2,"Alexandrova, Ekaterina"
12002069,"Shnaider, Diana",,"Zhu, Lin",1.73,1,"Shnaider, Diana"
12002070,"Ostapenko, Jelena",1.77,"Pavlyuchenkova, Anastasia",1.76,1,"Ostapenko, Jelena"
12002072,"Vekić, Donna",1.79,"Alexandrova, Ekaterina",1.75,2,"Alexandrova, Ekaterina"
12002073,"Ostapenko, Jelena",1.77,"Alexandrova, Ekaterina",1.75,1,"Ostapenko, Jelena"
12010829,Flavio Cobolli,1.83,"Monfils, Gaël",1.93,1,Flavio Cobolli
12010830,"Zapata Miralles, Bernabe",1.83,"Lestienne, Constant",1.8,2,"Lestienne, Constant"
12011297,"Choinski, Jan",1.96,"Travaglia, Stefano",1.85,,"Travaglia, Stefano"
12011301,"Otte, Oscar",1.93,"Harris, Lloyd",1.93,1,"Otte, Oscar"
12011306,"Passaro, Francesco",1.8,"Marchenko, Illya",1.85,,"Marchenko, Illya"
12014547,"Martic, Petra",1.81,"Siniakova, Katerina",1.74,2,"Siniakova, Katerina"
12016976,"Yastremska, Dayana",1.75,"Andreeva, Erika",,1,"Yastremska, Dayana"
12017442,"Abbagnato, Anastasia",,Middendorf Julia,1.7,1,"Abbagnato, Anastasia"
12017453,"Bulgaru, Miriam Bianca",,"Zelníčková, Radka",,1,"Bulgaru, Miriam Bianca"
12017455,"Zgirovsky, Alexander",1.91,"Liaonenka, Aliaksandr",1.96,2,"Liaonenka, Aliaksandr"
12017458,"Szajrych, Jasza",,"Pontjodikromo, Sidane",1.78,1,"Szajrych, Jasza"
12017459,"Lopez, Noah",1.83,"Pawelski, Martyn",1.96,2,"Pawelski, Martyn"
12017462,"Radišić, Nika",,"Cervino Ruiz, Celia",,1,"Radišić, Nika"
12017463,"Giacomini, Luca",1.7,"Ojakaar, Oliver",1.91,1,"Giacomini, Luca"
12017464,"Kuhl, Carolina",,"Salkova, Dominika",,2,"Salkova, Dominika"
12017465,"Jorge, Francisca",,"Waltert, Simona",,1,"Jorge, Francisca"
12017468,"Hindova, Denisa",,"Ganz, Fiona",,1,"Hindova, Denisa"
12017473,"Bartůňková, Nikola",,"Bouzas Maneiro, Jessica",,2,"Bouzas Maneiro, Jessica"
12017477,"Hamaliy, Elizabet",,,,1,"Hamaliy, Elizabet"
12017480,"Martinez Martinez, Jorge",1.7,"Vetrih, Miha",,1,"Martinez Martinez, Jorge"
12017483,,,"Hardt, Nick",1.83,1,
12017488,"Decamps, Gabriel",1.93,,,1,"Decamps, Gabriel"
12017495,"Zuk, Kacper",1.83,"Pecci, Alessandro",1.98,2,"Pecci, Alessandro"
12017501,"Delage, Pierre",1.98,"Hoang, Antoine",1.83,2,"Hoang, Antoine"
12017504,"Carlé, María Lourdes",1.66,"Osuigwe, Whitney",,1,"Carlé, María Lourdes"
12017505,"Costoulas, Sofia",,"Strakhova, Valeriya",,2,"Strakhova, Valeriya"
12017506,"Alimli, Mikail",1.83,,,1,"Alimli, Mikail"
12017510,"Miroshnichenko, Veronica",,"Loeb, Jamie",1.68,1,"Miroshnichenko, Veronica"
12017511,"Lee, Gabriela",,"Sieg, Madison",,2,"Sieg, Madison"
12017513,"Shymanovich, Iryna",1.71,"Hu, Victoria",,2,"Hu, Victoria"
12017514,"Chang, Sophie",1.85,"Baptiste, Hailey",,2,"Baptiste, Hailey"
12017517,"Monnot , Amandine",,"Jacquemot, Elsa",,2,"Jacquemot, Elsa"
12017520,"Jeanjean, Léolia",1.68,"Albie, Audrey",,2,"Albie, Audrey"
12017522,"Tubello, Alice",,"Serban, Raluca Georgiana",,1,"Tubello, Alice"
12017523,"Robbe, Alice",,"Peterson, Rebecca",1.73,2,"Peterson, Rebecca"
12017526,"Miyazaki, Yuriko Lily",,"Szostak, Marine",,1,"Miyazaki, Yuriko Lily"
12017528,"Bechri, Chiraz",,"Pfeifer, Lara",,2,"Pfeifer, Lara"
12017533,"Dodin, Océane",1.83,"Boisson, Loïs",,1,"Dodin, Océane"
12017539,"Makhlouf, Mohamed Nazim",1.93,,,2,
12017648,"Fetecău, Irina",,"Hosogi, Sakura",,2,"Hosogi, Sakura"
12017656,"Hule, Petra",,"Hon, Priscilla",,2,"Hon, Priscilla"
12017962,"Ramos-Vinolas, Albert",1.88,"Coria, Federico",1.8,2,"Coria, Federico"
12017963,"Hanfmann, Yannick",1.93,"Burruchaga, Roman Andres",1.83,1,"Hanfmann, Yannick"
12017964,"Hanfmann, Yannick",1.93,"Darderi, Luciano",1.83,2,"Darderi, Luciano"
12017965,"Munar, Jaume",1.83,"Bagnis, Facundo",1.83,2,"Bagnis, Facundo"
12017966,"Bagnis, Facundo",1.83,"Carballes Baena, Roberto",1.83,1,"Bagnis, Facundo"
12017967,"Dellien, Hugo",1.8,"Baez, Sebastian",1.7,2,"Baez, Sebastian"
12017968,"Etcheverry, Tomas Martin",1.96,"Zapata Miralles, Bernabe",1.83,1,"Etcheverry, Tomas Martin"
12017969,"Bagnis, Facundo",1.83,"Darderi, Luciano",1.83,2,"Darderi, Luciano"
12017970,"Etcheverry, Tomas Martin",1.96,"Coria, Federico",1.8,2,"Coria, Federico"
12017971,"Tirante, Thiago Agustin",1.85,"Díaz Acosta, Facundo",1.83,2,"Díaz Acosta, Facundo"
12017972,"Darderi, Luciano",1.83,"Baez, Sebastian",1.7,1,"Darderi, Luciano"
12017973,"Darderi, Luciano",1.83,"Ofner, Sebastian",1.91,1,"Darderi, Luciano"
12017974,"Díaz Acosta, Facundo",1.83,"Baez, Sebastian",1.7,2,"Baez, Sebastian"
12017975,"Cerundolo, Francisco",1.85,"Munar, Jaume",1.83,2,"Munar, Jaume"
12017976,"Bagnis, Facundo",1.83,"Coria, Federico",1.8,1,"Bagnis, Facundo"
12018083,"Yamaguchi, Mei",,"Jakupovic, Dalila",1.7,2,"Jakupovic, Dalila"
12018498,"Mmoh, Michael",1.88,"Shelton, Ben",1.93,2,"Shelton, Ben"
12018499,"Daniel, Taro",1.91,"Paul, Tommy",1.85,2,"Paul, Tommy"
12018500,"Giron, Marcos",1.8,"Paul, Tommy",1.85,2,"Paul, Tommy"
12018501,"Tiafoe, Frances",1.88,"Michelsen, Alex",1.93,1,"Tiafoe, Frances"
12018502,"Thompson, Jordan",1.83,"Shelton, Ben",1.93,2,"Shelton, Ben"
12018503,"Giron, Marcos",1.8,"Mannarino, Adrian",1.8,1,"Giron, Marcos"
12018504,"Koepfer, Dominik",1.8,"Paul, Tommy",1.85,2,"Paul, Tommy"
12018505,"Tiafoe, Frances",1.88,"Giron, Marcos",1.8,2,"Giron, Marcos"
12018506,"Mannarino, Adrian",1.8,"Nishioka, Yoshihito",1.7,1,"Mannarino, Adrian"
12018507,"Shelton, Ben",1.93,"Paul, Tommy",1.85,2,"Paul, Tommy"
12018508,"Thompson, Jordan",1.83,"Kudla, Denis",1.8,1,"Thompson, Jordan"
12018509,"Giron, Marcos",1.8,"Purcell, Max",1.85,1,"Giron, Marcos"
12018510,"Duckworth, James",1.83,"Eubanks, Christopher",2.01,1,"Duckworth, James"
12018511,"Mannarino, Adrian",1.8,"Duckworth, James",1.83,1,"Mannarino, Adrian"
12018512,"Koepfer, Dominik",1.8,"Hijikata, Rinky",1.78,1,"Koepfer, Dominik"
12018529,"Humbert, Ugo",1.88,"Gaston, Hugo",1.73,1,"Humbert, Ugo"
12018530,"Korda, Sebastian",1.96,"Dimitrov, Grigor",1.91,2,"Dimitrov, Grigor"
12018531,"Auger-Aliassime, Felix",1.93,"Zhang, Zhizhen",1.93,2,"Zhang, Zhizhen"
12018532,"Zhang, Zhizhen",1.93,"Khachanov, Karen",1.98,2,"Khachanov, Karen"
12018533,"Humbert, Ugo",1.88,"Davidovich Fokina, Alejandro",1.83,1,"Humbert, Ugo"
12018534,"Machač, Tomáš",1.83,"Musetti, Lorenzo",1.85,1,"Machač, Tomáš"
12018535,"Hurkacz, Hubert",1.96,"Shevchenko, Alexander",1.85,1,"Hurkacz, Hubert"
12018536,"Ruusuvuori, Emil",1.88,"Davidovich Fokina, Alejandro",1.83,2,"Davidovich Fokina, Alejandro"
12018537,"Khachanov, Karen",1.98,"Dimitrov, Grigor",1.91,2,"Dimitrov, Grigor"
12018538,"Hurkacz, Hubert",1.96,"Humbert, Ugo",1.88,2,"Humbert, Ugo"
12018539,"Humbert, Ugo",1.88,"Dimitrov, Grigor",1.91,1,"Humbert, Ugo"
12018540,"Rinderknech, Arthur",1.96,"Dimitrov, Grigor",1.91,2,"Dimitrov, Grigor"
12018541,"Lehečka, Jiří",1.85,"Rinderknech, Arthur",1.96,2,"Rinderknech, Arthur"
12018542,"Hurkacz, Hubert",1.96,"Machač, Tomáš",1.83,1,"Hurkacz, Hubert"
12018543,"Bautista Agut, Roberto",1.83,"Khachanov, Karen",1.98,2,"Khachanov, Karen"
12018574,"Walton, Adam",1.83,"Sekulic, Philip",1.91,1,"Walton, Adam"
12018575,"McCabe, James",1.88,"Sweeny, Dane",1.7,2,"Sweeny, Dane"
12018576,"Sweeny, Dane",1.7,"Uchiyama, Yasutaka",1.83,1,"Sweeny, Dane"
12018577,"McCabe, James",1.88,"Saville, Luke",1.88,1,"McCabe, James"
12018578,"Langmo, Christian",1.91,"Shimizu, Yuta",1.63,1,"Langmo, Christian"
12018579,"Walton, Adam",1.83,"Ilagan, Andre",1.73,1,"Walton, Adam"
12018580,"Uchiyama, Yasutaka",1.83,"Langmo, Christian",1.91,1,"Uchiyama, Yasutaka"
12018581,"Jasika, Omar",1.83,"Schoolkate, Tristan",1.83,2,"Schoolkate, Tristan"
12018582,"Ochi, Makoto",1.75,"Sweeny, Dane",1.7,2,"Sweeny, Dane"
12018583,"Tu, Li",1.8,"Takahashi, Yusuke",1.7,1,"Tu, Li"
12018584,"Moriya, Hiroki",1.68,"Sekulic, Philip",1.91,2,"Sekulic, Philip"
12018585,"Uchiyama, Yasutaka",1.83,,,1,"Uchiyama, Yasutaka"
12018586,"Walton, Adam",1.83,"Sweeny, Dane",1.7,1,"Walton, Adam"
12018587,"Walton, Adam",1.83,"Schoolkate, Tristan",1.83,1,"Walton, Adam"
12018588,"Tu, Li",1.8,"Schoolkate, Tristan",1.83,2,"Schoolkate, Tristan"
12018620,"Nardi, Luca",1.85,"Napolitano, Stefano",1.96,1,"Nardi, Luca"
12018621,"Donskoy, Evgeny",1.85,"Švrčina, Dalibor",1.78,2,"Švrčina, Dalibor"
12018622,"Dalla Valle, Enrico",1.96,"Roca Batalla, Oriol",1.75,1,"Dalla Valle, Enrico"
12018623,"Mukund, Sasikumar",1.85,"Švrčina, Dalibor",1.78,2,"Švrčina, Dalibor"
12018624,"Tseng, Chun Hsin",1.75,"Dalla Valle, Enrico",1.96,1,"Tseng, Chun Hsin"
12018625,"Added, Dan",1.83,"Napolitano, Stefano",1.96,2,"Napolitano, Stefano"
12018626,"Palan, Dominik",1.91,"Nagal, Sumit",1.78,2,"Nagal, Sumit"
12018627,"Švrčina, Dalibor",1.78,"Nagal, Sumit",1.78,2,"Nagal, Sumit"
12018628,"Echargui, Moez",1.78,"Mukund, Sasikumar",1.85,2,"Mukund, Sasikumar"
12018629,"Fonio, Giovanni",1.83,"Nagal, Sumit",1.78,2,"Nagal, Sumit"
12018630,"Vincent Ruggeri, Samuel",1.91,"Palan, Dominik",1.91,2,"Palan, Dominik"
12018631,"Blanchet, Ugo",1.75,"Tseng, Chun Hsin",1.75,2,"Tseng, Chun Hsin"
12018632,"Nardi, Luca",1.85,"Nagal, Sumit",1.78,2,"Nagal, Sumit"
12018633,"Nardi, Luca",1.85,"Tseng, Chun Hsin",1.75,1,"Nardi, Luca"
12018634,"Nardi, Luca",1.85,"Tomić, Bernard",1.96,1,"Nardi, Luca"
12018643,"Kolar, Zdenek",1.83,"Martineau, Matteo",1.83,2,"Martineau, Matteo"
12018644,"Ritschard, Alexander",1.93,"Blockx, Alexander",1.91,2,"Blockx, Alexander"
12018645,"Blockx, Alexander",1.91,"Mpetshi Perricard, Giovanni",2.03,2,"Mpetshi Perricard, Giovanni"
12018646,"Lamasine, Tristan",1.83,"Shelbayh, Abedallah",1.8,2,"Shelbayh, Abedallah"
12018647,"Kuzmanov, Dimitar",1.83,"Kukushkin, Mikhail",1.83,2,"Kukushkin, Mikhail"
12018648,"Kukushkin, Mikhail",1.83,"de Loore, Joris",1.91,1,"Kukushkin, Mikhail"
12018649,"Kolar, Zdenek",1.83,"Möller, Marvin",1.78,1,"Kolar, Zdenek"
12018650,"Martineau, Matteo",1.83,"Mpetshi Perricard, Giovanni",2.03,2,"Mpetshi Perricard, Giovanni"
12018651,"Mpetshi Perricard, Giovanni",2.03,"Stewart, Hamish",,1,"Mpetshi Perricard, Giovanni"
12018652,"Stewart, Hamish",,"Jubb, Paul",1.8,1,"Stewart, Hamish"
12018653,"Mpetshi Perricard, Giovanni",2.03,"Guinard, Manuel",1.98,1,"Mpetshi Perricard, Giovanni"
12018654,"Blockx, Alexander",1.91,"Shelbayh, Abedallah",1.8,1,"Blockx, Alexander"
12018655,"Martineau, Matteo",1.83,"Harris, Billy",1.93,1,"Martineau, Matteo"
12018656,"Kuzmanov, Dimitar",1.83,"Marie, Jules",1.85,1,"Kuzmanov, Dimitar"
12018657,"Kukushkin, Mikhail",1.83,"Martineau, Matteo",1.83,2,"Martineau, Matteo"
12018665,"Bucsa, Cristina",1.76,"Watson, Heather",1.7,1,"Bucsa, Cristina"
12018666,"Kasatkina, Daria",1.7,"Krueger, Ashlyn",1.85,1,"Kasatkina, Daria"
12018667,"Krejcikova, Barbora",1.78,"Sorribes Tormo, Sara",1.76,1,"Krejcikova, Barbora"
12018668,"Haddad Maia, Beatriz",1.85,"Linette, Magda",1.71,1,"Haddad Maia, Beatriz"
12018669,"Rybakina, Elena",1.84,"Collins, Danielle",1.78,1,"Rybakina, Elena"
12018670,"Kalinina, Anhelina",1.8,"Samsonova, Liudmila",1.82,2,"Samsonova, Liudmila"
12018671,"Haddad Maia, Beatriz",1.85,"Jabeur, Ons",1.67,1,"Haddad Maia, Beatriz"
12018672,"Rybakina, Elena",1.84,"Bucsa, Cristina",1.76,1,"Rybakina, Elena"
12018673,"Rybakina, Elena",1.84,"Samsonova, Liudmila",1.82,1,"Rybakina, Elena"
12018674,"Rybakina, Elena",1.84,"Kasatkina, Daria",1.7,1,"Rybakina, Elena"
12018675,"Kasatkina, Daria",1.7,"Cirstea, Sorana",1.76,1,"Kasatkina, Daria"
12018676,"Krejcikova, Barbora",1.78,"Samsonova, Liudmila",1.82,2,"Samsonova, Liudmila"
12018677,"Raducanu, Emma",1.75,"Jabeur, Ons",1.67,2,"Jabeur, Ons"
12018678,"Kasatkina, Daria",1.7,"Haddad Maia, Beatriz",1.85,1,"Kasatkina, Daria"
12018679,"Cirstea, Sorana",1.76,"Sakkari, Maria",1.72,1,"Cirstea, Sorana"
12018695,"Tauson, Clara",1.82,"Cristian, Jaqueline",1.82,2,"Cristian, Jaqueline"
12018696,"Rus, Arantxa",1.8,"Cornet, Alize",1.73,1,"Rus, Arantxa"
12018697,"Rus, Arantxa",1.8,"Bogdan, Ana",1.71,2,"Bogdan, Ana"
12018698,"Dart, Harriet",1.75,"Parrizas Diaz, Nuria",1.7,1,"Dart, Harriet"
12018699,"Andreeva, Erika",,"Bogdan, Ana",1.71,2,"Bogdan, Ana"
12018700,"Parrizas Diaz, Nuria",1.7,"Blinkova, Anna",1.79,1,"Parrizas Diaz, Nuria"
12018701,"Cristian, Jaqueline",1.82,"Sevastova, Anastasija",1.69,1,"Cristian, Jaqueline"
12018702,"Dart, Harriet",1.75,"Plíšková, Karolína",1.86,2,"Plíšková, Karolína"
12018703,"Plíšková, Karolína",1.86,"Errani, Sara",1.64,1,"Plíšková, Karolína"
12018704,"Bogdan, Ana",1.71,"Cristian, Jaqueline",1.82,1,"Bogdan, Ana"
12018705,"Osorio Serrano, María Camila",1.7,"Plíšková, Karolína",1.86,2,"Plíšková, Karolína"
12018706,"Cocciaretto, Elisabetta",1.66,"Dart, Harriet",1.75,2,"Dart, Harriet"
12018707,"Errani, Sara",1.64,"Maria, Tatjana",1.72,1,"Errani, Sara"
12018708,"Bogdan, Ana",1.71,"Plíšková, Karolína",1.86,2,"Plíšková, Karolína"
12018709,"Sevastova, Anastasija",1.69,"Avanesyan, Elina",1.72,1,"Sevastova, Anastasija"
12018720,"Kudermetova, Polina",,"Semenistaja, Darja",,2,"Semenistaja, Darja"
12018721,"Korneeva, Alina",,"Bhamidipaty, Shrivalli Rashmikaa",,1,"Korneeva, Alina"
12018722,"Yamalapalli, Sahaja",,"Kudermetova, Polina",,2,"Kudermetova, Polina"
12018723,"Uchijima, Moyuka",1.74,"Gálfi, Dalma",1.78,1,"Uchijima, Moyuka"
12018724,"Semenistaja, Darja",,"Hartono, Arianne",,1,"Semenistaja, Darja"
12018725,"Volynets, Katie",1.7,"Hunter, Storm",1.66,2,"Hunter, Storm"
12018726,"Volynets, Katie",1.7,"Park, Sohyun",,1,"Volynets, Katie"
12018727,"Pigossi, Laura",1.64,"Hunter, Storm",1.66,2,"Hunter, Storm"
12018728,"Park, Sohyun",,"Rosatello, Camilla",,1,"Park, Sohyun"
12018729,"Semenistaja, Darja",,"Hunter, Storm",1.66,1,"Semenistaja, Darja"
12018730,"Hartono, Arianne",,"Uchijima, Moyuka",1.74,1,"Hartono, Arianne"
12018731,"Rodionova, Arina",1.68,"Hartono, Arianne",,2,"Hartono, Arianne"
12018732,"Volynets, Katie",1.7,"Bhosale, Rutuja",,1,"Volynets, Katie"
12018733,"Hesse, Amandine",1.64,"Semenistaja, Darja",,2,"Semenistaja, Darja"
12018734,"Hunter, Storm",1.66,"Korneeva, Alina",,1,"Hunter, Storm"
12018812,,,"Hardt, Nick",1.83,2,"Hardt, Nick"
12018833,"Hrdinkova, Denise",,"Zucchini, Arianna",,2,"Zucchini, Arianna"
12018836,"Samsonova, Laura",,"Daems, Josy",,1,"Samsonova, Laura"
12018842,"Habib, Ali",,"Arutiunian, Erik",1.91,2,"Arutiunian, Erik"
12018844,"Summers, Matthew",1.8,"Szajrych, Jasza",,2,"Szajrych, Jasza"
12018847,,,"Pontjodikromo, Sidane",1.78,2,"Pontjodikromo, Sidane"
12018849,"Pogosian, Sergei",,,,1,"Pogosian, Sergei"
12018857,"Vilicich, Bautista",1.8,"Lumsden, Ewen",,1,"Vilicich, Bautista"
12018899,"Hercog, Polona",1.85,"Schunk, Nastasja Mariana",1.71,1,"Hercog, Polona"
12018932,"Ruggeri, Jennifer",,"Radivojevic, Lola",,2,"Radivojevic, Lola"
