,match_id,full_name_home,current_rank_home,full_name_away,current_rank_away,winner_code,Winner
0,11998445,"Cazaux, Arthur",86.0,"Auger-Aliassime, Felix",30.0,2.0,"Auger-Aliassime, Felix"
1,11998446,"Lestienne, Constant",99.0,Flavio Cobolli,69.0,2.0,Flavio Cobolli
2,11998447,"Ćorić, Borna",31.0,"Martinez, Pedro",101.0,1.0,"Ćorić, Borna"
3,11998448,"Mmoh, Michael",122.0,"Muller, Alexandre",81.0,1.0,"Mmoh, Michael"
4,11998449,"Paire, Benoit",110.0,"Mayot, Harold",132.0,2.0,"Mayot, Harold"
5,11998450,"Shapovalov, Denis",120.0,"Bublik, Alexander",23.0,2.0,"Bublik, Alexander"
6,11998451,"Shevchenko, Alexander",47.0,"Barrere, Gregoire",124.0,1.0,"Shevchenko, Alexander"
7,11998452,"Ćorić, Borna",31.0,Flavio Cobolli,69.0,1.0,"Ćorić, Borna"
8,11998453,"Mayot, Harold",132.0,"Auger-Aliassime, Felix",30.0,2.0,"Auger-Aliassime, Felix"
9,11998453,"Mayot, Harold",132.0,"Auger-Aliassime, Felix",29.0,2.0,"Auger-Aliassime, Felix"
10,11998454,"Rune, Holger",7.0,"Mmoh, Michael",122.0,1.0,"Rune, Holger"
11,11998455,"Ćorić, Borna",31.0,"Bublik, Alexander",21.0,2.0,"Bublik, Alexander"
12,11998456,"Shevchenko, Alexander",47.0,"Bublik, Alexander",23.0,2.0,"Bublik, Alexander"
13,11998456,"Shevchenko, Alexander",47.0,"Bublik, Alexander",21.0,2.0,"Bublik, Alexander"
14,11998456,"Shevchenko, Alexander",45.0,"Bublik, Alexander",23.0,2.0,"Bublik, Alexander"
15,11998456,"Shevchenko, Alexander",45.0,"Bublik, Alexander",21.0,2.0,"Bublik, Alexander"
16,11998457,"Rune, Holger",7.0,"Ćorić, Borna",31.0,2.0,"Ćorić, Borna"
17,11998458,"Auger-Aliassime, Felix",29.0,"Bublik, Alexander",21.0,2.0,"Bublik, Alexander"
18,11998459,"Rune, Holger",7.0,"Llamas Ruiz, Pablo",151.0,1.0,"Rune, Holger"
19,11998663,"Jasika, Omar",227.0,"Bolt, Alex",264.0,1.0,"Jasika, Omar"
20,11998664,"Bolt, Alex",262.0,"Uchiyama, Yasutaka",248.0,1.0,"Bolt, Alex"
21,11998664,"Bolt, Alex",262.0,"Uchiyama, Yasutaka",245.0,1.0,"Bolt, Alex"
22,11998664,"Bolt, Alex",264.0,"Uchiyama, Yasutaka",248.0,1.0,"Bolt, Alex"
23,11998664,"Bolt, Alex",264.0,"Uchiyama, Yasutaka",245.0,1.0,"Bolt, Alex"
24,11998666,"Saville, Luke",295.0,"Imai, Shintaro",644.0,2.0,"Imai, Shintaro"
25,11998667,"Uchiyama, Yasutaka",248.0,"Polmans, Marc",168.0,1.0,"Uchiyama, Yasutaka"
26,11998670,"Moriya, Hiroki",350.0,"Bolt, Alex",262.0,2.0,"Bolt, Alex"
27,11998671,"Jasika, Omar",225.0,"Sweeny, Dane",202.0,1.0,"Jasika, Omar"
28,11998672,"Imai, Shintaro",644.0,"Sekulic, Philip",265.0,1.0,"Imai, Shintaro"
29,11998673,"Jasika, Omar",225.0,"Imai, Shintaro",644.0,1.0,"Jasika, Omar"
30,11998674,"Saville, Luke",295.0,"Jones, Hayden",1057.0,1.0,"Saville, Luke"
31,11998675,"Hijikata, Rinky",79.0,"Jasika, Omar",225.0,2.0,"Jasika, Omar"
32,11998676,"Noguchi, Rio",333.0,"Sweeny, Dane",202.0,2.0,"Sweeny, Dane"
33,11998772,"Vandecasteele, Quinn",566.0,"Krueger, Mitchell",293.0,1.0,"Vandecasteele, Quinn"
34,11998773,"Kypson, Patrick",144.0,"Quinn, Ethan",291.0,1.0,"Kypson, Patrick"
35,11998774,"Duckworth, James",108.0,"Maloney, Patrick",841.0,1.0,"Duckworth, James"
36,11998775,"Kudla, Denis",178.0,"Quinn, Ethan",287.0,2.0,"Quinn, Ethan"
37,11998775,"Kudla, Denis",178.0,"Quinn, Ethan",291.0,2.0,"Quinn, Ethan"
38,11998775,"Kudla, Denis",169.0,"Quinn, Ethan",287.0,2.0,"Quinn, Ethan"
39,11998775,"Kudla, Denis",169.0,"Quinn, Ethan",291.0,2.0,"Quinn, Ethan"
40,11998776,"Sandgren, Tennys",270.0,"Kudla, Denis",178.0,2.0,"Kudla, Denis"
41,11998776,"Sandgren, Tennys",270.0,"Kudla, Denis",169.0,2.0,"Kudla, Denis"
42,11998776,"Sandgren, Tennys",274.0,"Kudla, Denis",178.0,2.0,"Kudla, Denis"
43,11998776,"Sandgren, Tennys",274.0,"Kudla, Denis",169.0,2.0,"Kudla, Denis"
44,11998777,"Quinn, Ethan",287.0,"Kwiatkowski, Thai-Son",291.0,1.0,"Quinn, Ethan"
45,11998777,"Quinn, Ethan",287.0,"Kwiatkowski, Thai-Son",294.0,1.0,"Quinn, Ethan"
46,11998777,"Quinn, Ethan",291.0,"Kwiatkowski, Thai-Son",291.0,1.0,"Quinn, Ethan"
47,11998777,"Quinn, Ethan",291.0,"Kwiatkowski, Thai-Son",294.0,1.0,"Quinn, Ethan"
48,11998778,"Duckworth, James",108.0,"Kypson, Patrick",150.0,2.0,"Kypson, Patrick"
49,11998778,"Duckworth, James",108.0,"Kypson, Patrick",144.0,2.0,"Kypson, Patrick"
50,11998778,"Duckworth, James",98.0,"Kypson, Patrick",150.0,2.0,"Kypson, Patrick"
51,11998778,"Duckworth, James",98.0,"Kypson, Patrick",144.0,2.0,"Kypson, Patrick"
52,11998779,"Duckworth, James",108.0,"Vandecasteele, Quinn",566.0,1.0,"Duckworth, James"
53,11998779,"Duckworth, James",108.0,"Vandecasteele, Quinn",565.0,1.0,"Duckworth, James"
54,11998779,"Duckworth, James",98.0,"Vandecasteele, Quinn",566.0,1.0,"Duckworth, James"
55,11998779,"Duckworth, James",98.0,"Vandecasteele, Quinn",565.0,1.0,"Duckworth, James"
56,11998780,"Quinn, Ethan",287.0,"Kozlov, Stefan",816.0,1.0,"Quinn, Ethan"
57,11998781,"Nava, Emilio",134.0,"Kypson, Patrick",150.0,2.0,"Kypson, Patrick"
58,11998781,"Nava, Emilio",134.0,"Kypson, Patrick",144.0,2.0,"Kypson, Patrick"
59,11998781,"Nava, Emilio",146.0,"Kypson, Patrick",150.0,2.0,"Kypson, Patrick"
60,11998781,"Nava, Emilio",146.0,"Kypson, Patrick",144.0,2.0,"Kypson, Patrick"
61,11998782,"Sandgren, Tennys",270.0,"Fanselow, Sebastian",315.0,1.0,"Sandgren, Tennys"
62,11998783,"Rubin, Noah",976.0,"Kudla, Denis",178.0,2.0,"Kudla, Denis"
63,11998784,"Kwiatkowski, Thai-Son",291.0,"Trotter, James Kent",393.0,1.0,"Kwiatkowski, Thai-Son"
64,11998785,"Cassone, Murphy",850.0,"Kypson, Patrick",150.0,2.0,"Kypson, Patrick"
65,11998786,"Nava, Emilio",134.0,"Brady, Patrick",730.0,1.0,"Nava, Emilio"
66,11999004,"Krajinović, Filip",417.0,"Nakashima, Brandon",89.0,2.0,"Nakashima, Brandon"
67,11999005,"Naw, Hazem",337.0,"Otte, Oscar",286.0,1.0,"Naw, Hazem"
68,11999006,"Rehberg, Max Hans",468.0,"Nakashima, Brandon",89.0,2.0,"Nakashima, Brandon"
69,11999006,"Rehberg, Max Hans",468.0,"Nakashima, Brandon",90.0,2.0,"Nakashima, Brandon"
70,11999006,"Rehberg, Max Hans",490.0,"Nakashima, Brandon",89.0,2.0,"Nakashima, Brandon"
71,11999006,"Rehberg, Max Hans",490.0,"Nakashima, Brandon",90.0,2.0,"Nakashima, Brandon"
72,11999007,"Jorda Sanchis, David",326.0,"Rehberg, Max Hans",468.0,2.0,"Rehberg, Max Hans"
73,11999008,"Naw, Hazem",348.0,"Nakashima, Brandon",90.0,2.0,"Nakashima, Brandon"
74,11999009,"Kolar, Zdenek",235.0,"Lamasine, Tristan",285.0,1.0,"Kolar, Zdenek"
75,11999010,"Rodionov, Jurij",91.0,"Royer, Valentin",269.0,1.0,"Rodionov, Jurij"
76,11999011,"Travaglia, Stefano",188.0,"Marie, Jules",205.0,1.0,"Travaglia, Stefano"
77,11999012,"Kukushkin, Mikhail",165.0,"Damm Jr, Martin",209.0,2.0,"Damm Jr, Martin"
78,11999013,"Blockx, Alexander",313.0,"Molleker, Rudolf",187.0,2.0,"Molleker, Rudolf"
79,11999014,"Travaglia, Stefano",188.0,"Damm Jr, Martin",209.0,1.0,"Travaglia, Stefano"
80,11999014,"Travaglia, Stefano",188.0,"Damm Jr, Martin",213.0,1.0,"Travaglia, Stefano"
81,11999014,"Travaglia, Stefano",214.0,"Damm Jr, Martin",209.0,1.0,"Travaglia, Stefano"
82,11999014,"Travaglia, Stefano",214.0,"Damm Jr, Martin",213.0,1.0,"Travaglia, Stefano"
83,11999015,"Kolar, Zdenek",235.0,"Naw, Hazem",337.0,2.0,"Naw, Hazem"
84,11999015,"Kolar, Zdenek",235.0,"Naw, Hazem",348.0,2.0,"Naw, Hazem"
85,11999015,"Kolar, Zdenek",225.0,"Naw, Hazem",337.0,2.0,"Naw, Hazem"
86,11999015,"Kolar, Zdenek",225.0,"Naw, Hazem",348.0,2.0,"Naw, Hazem"
87,11999016,"Rodionov, Jurij",87.0,"Nakashima, Brandon",90.0,1.0,"Rodionov, Jurij"
88,11999018,"Rodionov, Jurij",91.0,"Travaglia, Stefano",188.0,1.0,"Rodionov, Jurij"
89,11999018,"Rodionov, Jurij",91.0,"Travaglia, Stefano",214.0,1.0,"Rodionov, Jurij"
90,11999018,"Rodionov, Jurij",87.0,"Travaglia, Stefano",188.0,1.0,"Rodionov, Jurij"
91,11999018,"Rodionov, Jurij",87.0,"Travaglia, Stefano",214.0,1.0,"Rodionov, Jurij"
92,11999019,"Rodionov, Jurij",91.0,"Molleker, Rudolf",187.0,1.0,"Rodionov, Jurij"
93,11999019,"Rodionov, Jurij",91.0,"Molleker, Rudolf",185.0,1.0,"Rodionov, Jurij"
94,11999019,"Rodionov, Jurij",87.0,"Molleker, Rudolf",187.0,1.0,"Rodionov, Jurij"
95,11999019,"Rodionov, Jurij",87.0,"Molleker, Rudolf",185.0,1.0,"Rodionov, Jurij"
96,11999206,"Weis, Alexander",301.0,"Pucinelli de Almeida, Matheus",303.0,2.0,"Pucinelli de Almeida, Matheus"
97,11999206,"Weis, Alexander",301.0,"Pucinelli de Almeida, Matheus",315.0,2.0,"Pucinelli de Almeida, Matheus"
98,11999206,"Weis, Alexander",300.0,"Pucinelli de Almeida, Matheus",303.0,2.0,"Pucinelli de Almeida, Matheus"
99,11999206,"Weis, Alexander",300.0,"Pucinelli de Almeida, Matheus",315.0,2.0,"Pucinelli de Almeida, Matheus"
100,11999207,"Coria, Federico",88.0,"Mager, Gianluca",257.0,1.0,"Coria, Federico"
101,11999207,"Coria, Federico",88.0,"Mager, Gianluca",262.0,1.0,"Coria, Federico"
102,11999207,"Coria, Federico",85.0,"Mager, Gianluca",257.0,1.0,"Coria, Federico"
103,11999207,"Coria, Federico",85.0,"Mager, Gianluca",262.0,1.0,"Coria, Federico"
104,11999208,"Gill, Felix",334.0,"Gakhov, Ivan",176.0,1.0,"Gill, Felix"
105,11999208,"Gill, Felix",344.0,"Gakhov, Ivan",176.0,1.0,"Gill, Felix"
106,11999209,"Alves, Mateus",389.0,"Ugo Carabelli, Camilo",127.0,2.0,"Ugo Carabelli, Camilo"
107,11999210,"Stodder, Timo",329.0,"Feldbausch, Kilian",410.0,2.0,"Feldbausch, Kilian"
108,11999211,"Casanova, Hernan",366.0,"Mager, Gianluca",257.0,2.0,"Mager, Gianluca"
109,11999212,"Pucinelli de Almeida, Matheus",303.0,"Lavagno, Edoardo",239.0,1.0,"Pucinelli de Almeida, Matheus"
110,11999213,"Coria, Federico",88.0,"Torres, Juan Bautista",412.0,1.0,"Coria, Federico"
111,11999214,"Feldbausch, Kilian",410.0,"Ugo Carabelli, Camilo",127.0,2.0,"Ugo Carabelli, Camilo"
112,11999214,"Feldbausch, Kilian",410.0,"Ugo Carabelli, Camilo",131.0,2.0,"Ugo Carabelli, Camilo"
113,11999214,"Feldbausch, Kilian",409.0,"Ugo Carabelli, Camilo",127.0,2.0,"Ugo Carabelli, Camilo"
114,11999214,"Feldbausch, Kilian",409.0,"Ugo Carabelli, Camilo",131.0,2.0,"Ugo Carabelli, Camilo"
115,11999215,"Cecchinato, Marco",198.0,"Gill, Felix",334.0,2.0,"Gill, Felix"
116,11999216,"Gill, Felix",344.0,"Ugo Carabelli, Camilo",131.0,2.0,"Ugo Carabelli, Camilo"
117,11999217,"Coria, Federico",85.0,"Pucinelli de Almeida, Matheus",315.0,1.0,"Coria, Federico"
118,11999218,"Coria, Federico",85.0,"Ugo Carabelli, Camilo",131.0,2.0,"Ugo Carabelli, Camilo"
119,11999219,"Dutra da Silva, Daniel",517.0,"Weis, Alexander",301.0,2.0,"Weis, Alexander"
120,11999220,"Campana Lee, Gerard",364.0,"Gakhov, Ivan",176.0,2.0,"Gakhov, Ivan"
121,12002040,"Fruhvirtova, Linda",137.0,"Zhu, Lin",58.0,2.0,"Zhu, Lin"
122,12002041,"Rodionova, Arina",99.0,"Bai, Zhuoxuan",84.0,1.0,"Rodionova, Arina"
123,12002042,"Volynets, Katie",112.0,"Maria, Tatjana",47.0,1.0,"Volynets, Katie"
124,12002043,"Schmiedlova, Anna-Karolina",76.0,"Wang, Yafan",69.0,2.0,"Wang, Yafan"
125,12002044,"Golubic, Viktorija",71.0,"Putintseva, Yulia",80.0,2.0,"Putintseva, Yulia"
126,12002048,"Niemeier, Jule",126.0,"Alexandrova, Ekaterina",16.0,2.0,"Alexandrova, Ekaterina"
127,12002049,"Potapova, Anastasia",31.0,"Cocciaretto, Elisabetta",56.0,1.0,"Potapova, Anastasia"
128,12002050,"Yastremska, Dayana",33.0,"Vekić, Donna",28.0,2.0,"Vekić, Donna"
129,12002050,"Yastremska, Dayana",33.0,"Vekić, Donna",31.0,2.0,"Vekić, Donna"
130,12002050,"Yastremska, Dayana",29.0,"Vekić, Donna",28.0,2.0,"Vekić, Donna"
131,12002050,"Yastremska, Dayana",29.0,"Vekić, Donna",31.0,2.0,"Vekić, Donna"
132,12002051,"Siniakova, Katerina",43.0,"Burel, Clara",46.0,2.0,"Burel, Clara"
133,12002052,"Pavlyuchenkova, Anastasia",25.0,"Boulter, Katie",49.0,1.0,"Pavlyuchenkova, Anastasia"
134,12002053,"Mertens, Elise",27.0,"Bronzetti, Lucia",52.0,1.0,"Mertens, Elise"
135,12002055,"Ostapenko, Jelena",10.0,"Tauson, Clara",92.0,1.0,"Ostapenko, Jelena"
136,12002057,"Shnaider, Diana",73.0,"Gálfi, Dalma",133.0,1.0,"Shnaider, Diana"
137,12002058,"Wang, Xinyu",41.0,"Putintseva, Yulia",80.0,1.0,"Wang, Xinyu"
138,12002059,"Ostapenko, Jelena",10.0,"Burrage, Jodie",86.0,1.0,"Ostapenko, Jelena"
139,12002060,"Wang, Yafan",69.0,"Volynets, Katie",112.0,1.0,"Wang, Yafan"
140,12002060,"Wang, Yafan",70.0,"Volynets, Katie",112.0,1.0,"Wang, Yafan"
141,12002061,"Mertens, Elise",27.0,"Pavlyuchenkova, Anastasia",25.0,2.0,"Pavlyuchenkova, Anastasia"
142,12002061,"Mertens, Elise",27.0,"Pavlyuchenkova, Anastasia",24.0,2.0,"Pavlyuchenkova, Anastasia"
143,12002061,"Mertens, Elise",25.0,"Pavlyuchenkova, Anastasia",25.0,2.0,"Pavlyuchenkova, Anastasia"
144,12002061,"Mertens, Elise",25.0,"Pavlyuchenkova, Anastasia",24.0,2.0,"Pavlyuchenkova, Anastasia"
145,12002064,"Rodionova, Arina",99.0,"Zhu, Lin",58.0,2.0,"Zhu, Lin"
146,12002065,"Burel, Clara",46.0,"Vekić, Donna",28.0,2.0,"Vekić, Donna"
147,12002065,"Burel, Clara",46.0,"Vekić, Donna",31.0,2.0,"Vekić, Donna"
148,12002065,"Burel, Clara",47.0,"Vekić, Donna",28.0,2.0,"Vekić, Donna"
149,12002065,"Burel, Clara",47.0,"Vekić, Donna",31.0,2.0,"Vekić, Donna"
150,12002066,"Shnaider, Diana",73.0,"Wang, Xinyu",41.0,1.0,"Shnaider, Diana"
151,12002066,"Shnaider, Diana",73.0,"Wang, Xinyu",42.0,1.0,"Shnaider, Diana"
152,12002067,"Wang, Yafan",69.0,"Zhu, Lin",58.0,2.0,"Zhu, Lin"
153,12002068,"Potapova, Anastasia",31.0,"Alexandrova, Ekaterina",16.0,2.0,"Alexandrova, Ekaterina"
154,12002068,"Potapova, Anastasia",31.0,"Alexandrova, Ekaterina",17.0,2.0,"Alexandrova, Ekaterina"
155,12002068,"Potapova, Anastasia",35.0,"Alexandrova, Ekaterina",16.0,2.0,"Alexandrova, Ekaterina"
156,12002068,"Potapova, Anastasia",35.0,"Alexandrova, Ekaterina",17.0,2.0,"Alexandrova, Ekaterina"
157,12002069,"Shnaider, Diana",73.0,"Zhu, Lin",57.0,1.0,"Shnaider, Diana"
158,12002070,"Ostapenko, Jelena",9.0,"Pavlyuchenkova, Anastasia",24.0,1.0,"Ostapenko, Jelena"
159,12002072,"Vekić, Donna",28.0,"Alexandrova, Ekaterina",16.0,2.0,"Alexandrova, Ekaterina"
160,12002072,"Vekić, Donna",28.0,"Alexandrova, Ekaterina",17.0,2.0,"Alexandrova, Ekaterina"
161,12002072,"Vekić, Donna",31.0,"Alexandrova, Ekaterina",16.0,2.0,"Alexandrova, Ekaterina"
162,12002072,"Vekić, Donna",31.0,"Alexandrova, Ekaterina",17.0,2.0,"Alexandrova, Ekaterina"
163,12002073,"Ostapenko, Jelena",9.0,"Alexandrova, Ekaterina",17.0,1.0,"Ostapenko, Jelena"
164,12010829,Flavio Cobolli,69.0,"Monfils, Gaël",54.0,1.0,Flavio Cobolli
165,12010830,"Zapata Miralles, Bernabe",143.0,"Lestienne, Constant",99.0,2.0,"Lestienne, Constant"
166,12011297,"Choinski, Jan",173.0,"Travaglia, Stefano",188.0,,"Travaglia, Stefano"
167,12011301,"Otte, Oscar",286.0,"Harris, Lloyd",180.0,1.0,"Otte, Oscar"
168,12011306,"Passaro, Francesco",224.0,"Marchenko, Illya",226.0,,"Marchenko, Illya"
169,12014547,"Martic, Petra",59.0,"Siniakova, Katerina",43.0,2.0,"Siniakova, Katerina"
170,12016976,"Yastremska, Dayana",33.0,"Andreeva, Erika",96.0,1.0,"Yastremska, Dayana"
171,12017442,"Abbagnato, Anastasia",526.0,Middendorf Julia,373.0,1.0,"Abbagnato, Anastasia"
172,12017453,"Bulgaru, Miriam Bianca",194.0,"Zelníčková, Radka",569.0,1.0,"Bulgaru, Miriam Bianca"
173,12017455,"Zgirovsky, Alexander",649.0,"Liaonenka, Aliaksandr",777.0,2.0,"Liaonenka, Aliaksandr"
174,12017458,"Szajrych, Jasza",891.0,"Pontjodikromo, Sidane",524.0,1.0,"Szajrych, Jasza"
175,12017459,"Lopez, Noah",1020.0,"Pawelski, Martyn",516.0,2.0,"Pawelski, Martyn"
176,12017462,"Radišić, Nika",388.0,"Cervino Ruiz, Celia",1158.0,1.0,"Radišić, Nika"
177,12017463,"Giacomini, Luca",636.0,"Ojakaar, Oliver",935.0,1.0,"Giacomini, Luca"
178,12017464,"Kuhl, Carolina",438.0,"Salkova, Dominika",209.0,2.0,"Salkova, Dominika"
179,12017465,"Jorge, Francisca",199.0,"Waltert, Simona",188.0,1.0,"Jorge, Francisca"
180,12017468,"Hindova, Denisa",623.0,"Ganz, Fiona",595.0,1.0,"Hindova, Denisa"
181,12017473,"Bartůňková, Nikola",266.0,"Bouzas Maneiro, Jessica",124.0,2.0,"Bouzas Maneiro, Jessica"
182,12017477,"Hamaliy, Elizabet",1191.0,,,1.0,"Hamaliy, Elizabet"
183,12017480,"Martinez Martinez, Jorge",660.0,"Vetrih, Miha",1219.0,1.0,"Martinez Martinez, Jorge"
184,12017483,,,"Hardt, Nick",327.0,1.0,
185,12017488,"Decamps, Gabriel",688.0,,,1.0,"Decamps, Gabriel"
186,12017495,"Zuk, Kacper",427.0,"Pecci, Alessandro",781.0,2.0,"Pecci, Alessandro"
187,12017501,"Delage, Pierre",910.0,"Hoang, Antoine",506.0,2.0,"Hoang, Antoine"
188,12017504,"Carlé, María Lourdes",101.0,"Osuigwe, Whitney",353.0,1.0,"Carlé, María Lourdes"
189,12017505,"Costoulas, Sofia",274.0,"Strakhova, Valeriya",257.0,2.0,"Strakhova, Valeriya"
190,12017506,"Alimli, Mikail",1324.0,,,1.0,"Alimli, Mikail"
191,12017510,"Miroshnichenko, Veronica",303.0,"Loeb, Jamie",296.0,1.0,"Miroshnichenko, Veronica"
192,12017511,"Lee, Gabriela",320.0,"Sieg, Madison",334.0,2.0,"Sieg, Madison"
193,12017513,"Shymanovich, Iryna",198.0,"Hu, Victoria",311.0,2.0,"Hu, Victoria"
194,12017514,"Chang, Sophie",359.0,"Baptiste, Hailey",106.0,2.0,"Baptiste, Hailey"
195,12017517,"Monnot , Amandine",556.0,"Jacquemot, Elsa",162.0,2.0,"Jacquemot, Elsa"
196,12017520,"Jeanjean, Léolia",140.0,"Albie, Audrey",447.0,2.0,"Albie, Audrey"
197,12017522,"Tubello, Alice",606.0,"Serban, Raluca Georgiana",211.0,1.0,"Tubello, Alice"
198,12017523,"Robbe, Alice",233.0,"Peterson, Rebecca",202.0,2.0,"Peterson, Rebecca"
199,12017526,"Miyazaki, Yuriko Lily",177.0,"Szostak, Marine",861.0,1.0,"Miyazaki, Yuriko Lily"
200,12017528,"Bechri, Chiraz",1076.0,"Pfeifer, Lara",849.0,2.0,"Pfeifer, Lara"
201,12017533,"Dodin, Océane",82.0,"Boisson, Loïs",298.0,1.0,"Dodin, Océane"
202,12017539,"Makhlouf, Mohamed Nazim",1353.0,,,2.0,
203,12017648,"Fetecău, Irina",486.0,"Hosogi, Sakura",441.0,2.0,"Hosogi, Sakura"
204,12017656,"Hule, Petra",385.0,"Hon, Priscilla",170.0,2.0,"Hon, Priscilla"
205,12017962,"Ramos-Vinolas, Albert",84.0,"Coria, Federico",93.0,2.0,"Coria, Federico"
206,12017963,"Hanfmann, Yannick",59.0,"Burruchaga, Roman Andres",170.0,1.0,"Hanfmann, Yannick"
207,12017964,"Hanfmann, Yannick",56.0,"Darderi, Luciano",76.0,2.0,"Darderi, Luciano"
208,12017964,"Hanfmann, Yannick",56.0,"Darderi, Luciano",136.0,2.0,"Darderi, Luciano"
209,12017964,"Hanfmann, Yannick",59.0,"Darderi, Luciano",76.0,2.0,"Darderi, Luciano"
210,12017964,"Hanfmann, Yannick",59.0,"Darderi, Luciano",136.0,2.0,"Darderi, Luciano"
211,12017965,"Munar, Jaume",74.0,"Bagnis, Facundo",207.0,2.0,"Bagnis, Facundo"
212,12017966,"Bagnis, Facundo",207.0,"Carballes Baena, Roberto",65.0,1.0,"Bagnis, Facundo"
213,12017967,"Dellien, Hugo",112.0,"Baez, Sebastian",26.0,2.0,"Baez, Sebastian"
214,12017968,"Etcheverry, Tomas Martin",29.0,"Zapata Miralles, Bernabe",79.0,1.0,"Etcheverry, Tomas Martin"
215,12017969,"Bagnis, Facundo",207.0,"Darderi, Luciano",136.0,2.0,"Darderi, Luciano"
216,12017969,"Bagnis, Facundo",207.0,"Darderi, Luciano",76.0,2.0,"Darderi, Luciano"
217,12017969,"Bagnis, Facundo",138.0,"Darderi, Luciano",136.0,2.0,"Darderi, Luciano"
218,12017969,"Bagnis, Facundo",138.0,"Darderi, Luciano",76.0,2.0,"Darderi, Luciano"
219,12017970,"Etcheverry, Tomas Martin",29.0,"Coria, Federico",93.0,2.0,"Coria, Federico"
220,12017971,"Tirante, Thiago Agustin",109.0,"Díaz Acosta, Facundo",95.0,2.0,"Díaz Acosta, Facundo"
221,12017972,"Darderi, Luciano",136.0,"Baez, Sebastian",26.0,1.0,"Darderi, Luciano"
222,12017973,"Darderi, Luciano",76.0,"Ofner, Sebastian",38.0,1.0,"Darderi, Luciano"
223,12017974,"Díaz Acosta, Facundo",95.0,"Baez, Sebastian",26.0,2.0,"Baez, Sebastian"
224,12017975,"Cerundolo, Francisco",22.0,"Munar, Jaume",74.0,2.0,"Munar, Jaume"
225,12017976,"Bagnis, Facundo",207.0,"Coria, Federico",93.0,1.0,"Bagnis, Facundo"
226,12018083,"Yamaguchi, Mei",468.0,"Jakupovic, Dalila",214.0,2.0,"Jakupovic, Dalila"
227,12018498,"Mmoh, Michael",115.0,"Shelton, Ben",16.0,2.0,"Shelton, Ben"
228,12018499,"Daniel, Taro",63.0,"Paul, Tommy",14.0,2.0,"Paul, Tommy"
229,12018500,"Giron, Marcos",67.0,"Paul, Tommy",15.0,2.0,"Paul, Tommy"
230,12018500,"Giron, Marcos",67.0,"Paul, Tommy",14.0,2.0,"Paul, Tommy"
231,12018500,"Giron, Marcos",52.0,"Paul, Tommy",15.0,2.0,"Paul, Tommy"
232,12018500,"Giron, Marcos",52.0,"Paul, Tommy",14.0,2.0,"Paul, Tommy"
233,12018501,"Tiafoe, Frances",15.0,"Michelsen, Alex",75.0,1.0,"Tiafoe, Frances"
234,12018502,"Thompson, Jordan",44.0,"Shelton, Ben",16.0,2.0,"Shelton, Ben"
235,12018503,"Giron, Marcos",67.0,"Mannarino, Adrian",17.0,1.0,"Giron, Marcos"
236,12018504,"Koepfer, Dominik",60.0,"Paul, Tommy",15.0,2.0,"Paul, Tommy"
237,12018505,"Tiafoe, Frances",14.0,"Giron, Marcos",67.0,2.0,"Giron, Marcos"
238,12018506,"Mannarino, Adrian",19.0,"Nishioka, Yoshihito",77.0,1.0,"Mannarino, Adrian"
239,12018507,"Shelton, Ben",16.0,"Paul, Tommy",15.0,2.0,"Paul, Tommy"
240,12018508,"Thompson, Jordan",42.0,"Kudla, Denis",165.0,1.0,"Thompson, Jordan"
241,12018509,"Giron, Marcos",67.0,"Purcell, Max",43.0,1.0,"Giron, Marcos"
242,12018510,"Duckworth, James",106.0,"Eubanks, Christopher",33.0,1.0,"Duckworth, James"
243,12018511,"Mannarino, Adrian",17.0,"Duckworth, James",106.0,1.0,"Mannarino, Adrian"
244,12018512,"Koepfer, Dominik",60.0,"Hijikata, Rinky",88.0,1.0,"Koepfer, Dominik"
245,12018529,"Humbert, Ugo",21.0,"Gaston, Hugo",86.0,1.0,"Humbert, Ugo"
246,12018530,"Korda, Sebastian",33.0,"Dimitrov, Grigor",13.0,2.0,"Dimitrov, Grigor"
247,12018531,"Auger-Aliassime, Felix",28.0,"Zhang, Zhizhen",47.0,2.0,"Zhang, Zhizhen"
248,12018532,"Zhang, Zhizhen",47.0,"Khachanov, Karen",17.0,2.0,"Khachanov, Karen"
249,12018533,"Humbert, Ugo",21.0,"Davidovich Fokina, Alejandro",24.0,1.0,"Humbert, Ugo"
250,12018534,"Machač, Tomáš",63.0,"Musetti, Lorenzo",26.0,1.0,"Machač, Tomáš"
251,12018534,"Machač, Tomáš",63.0,"Musetti, Lorenzo",27.0,1.0,"Machač, Tomáš"
252,12018534,"Machač, Tomáš",66.0,"Musetti, Lorenzo",26.0,1.0,"Machač, Tomáš"
253,12018534,"Machač, Tomáš",66.0,"Musetti, Lorenzo",27.0,1.0,"Machač, Tomáš"
254,12018535,"Hurkacz, Hubert",8.0,"Shevchenko, Alexander",56.0,1.0,"Hurkacz, Hubert"
255,12018536,"Ruusuvuori, Emil",55.0,"Davidovich Fokina, Alejandro",24.0,2.0,"Davidovich Fokina, Alejandro"
256,12018537,"Khachanov, Karen",18.0,"Dimitrov, Grigor",13.0,2.0,"Dimitrov, Grigor"
257,12018538,"Hurkacz, Hubert",8.0,"Humbert, Ugo",21.0,2.0,"Humbert, Ugo"
