match_id,period_1,period_2,period_3,period_4,period_5,current_period_start_timestamp,total_duration_raw,duration_seconds,formatted_seconds,duration_minutes,formatted_minutes,duration_hours,formatted_hours
12057504,4833.0,2654.0,2612.0,0.0,0.0,1707592626.0,10099.0,10099.0,0 days 02:48:19,10099.0,7 days 00:19:00,10099.0,420 days 19:00:00
12057505,2504.0,4520.0,0.0,0.0,0.0,1707580172.0,7024.0,7024.0,0 days 01:57:04,7024.0,4 days 21:04:00,7024.0,292 days 16:00:00
12057506,1533.0,1963.0,0.0,0.0,0.0,1707600087.0,3496.0,3496.0,0 days 00:58:16,3496.0,2 days 10:16:00,3496.0,145 days 16:00:00
12057507,1678.0,2884.0,0.0,0.0,0.0,1707587415.0,4562.0,4562.0,0 days 01:16:02,4562.0,3 days 04:02:00,4562.0,190 days 02:00:00
12057508,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12057509,1518.0,1486.0,3255.0,0.0,0.0,1707613180.0,6259.0,6259.0,0 days 01:44:19,6259.0,4 days 08:19:00,6259.0,260 days 19:00:00
12057579,2246.0,3553.0,3782.0,0.0,0.0,1707606230.0,9581.0,9581.0,0 days 02:39:41,9581.0,6 days 15:41:00,9581.0,399 days 05:00:00
12058235,2640.0,3463.0,0.0,0.0,0.0,1707581486.0,6103.0,6103.0,0 days 01:41:43,6103.0,4 days 05:43:00,6103.0,254 days 07:00:00
12058257,2475.0,1978.0,0.0,0.0,0.0,1707641387.0,4453.0,4453.0,0 days 01:14:13,4453.0,3 days 02:13:00,4453.0,185 days 13:00:00
12058286,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058311,1922.0,2010.0,0.0,0.0,0.0,1707641064.0,3932.0,3932.0,0 days 01:05:32,3932.0,2 days 17:32:00,3932.0,163 days 20:00:00
12058348,1416.0,2666.0,0.0,0.0,0.0,1707619050.0,4082.0,4082.0,0 days 01:08:02,4082.0,2 days 20:02:00,4082.0,170 days 02:00:00
12058349,2122.0,1584.0,0.0,0.0,0.0,1707632038.0,3706.0,3706.0,0 days 01:01:46,3706.0,2 days 13:46:00,3706.0,154 days 10:00:00
12058350,2455.0,2711.0,1392.0,0.0,0.0,1707623236.0,6558.0,6558.0,0 days 01:49:18,6558.0,4 days 13:18:00,6558.0,273 days 06:00:00
12058351,2959.0,1979.0,0.0,0.0,0.0,1707620709.0,4938.0,4938.0,0 days 01:22:18,4938.0,3 days 10:18:00,4938.0,205 days 18:00:00
12058352,2666.0,2645.0,0.0,0.0,0.0,1707620334.0,5311.0,5311.0,0 days 01:28:31,5311.0,3 days 16:31:00,5311.0,221 days 07:00:00
12058353,2487.0,3591.0,0.0,0.0,0.0,1707644290.0,6078.0,6078.0,0 days 01:41:18,6078.0,4 days 05:18:00,6078.0,253 days 06:00:00
12058354,2368.0,2774.0,0.0,0.0,0.0,1707631137.0,5142.0,5142.0,0 days 01:25:42,5142.0,3 days 13:42:00,5142.0,214 days 06:00:00
12058355,2236.0,2208.0,0.0,0.0,0.0,1707626805.0,4444.0,4444.0,0 days 01:14:04,4444.0,3 days 02:04:00,4444.0,185 days 04:00:00
12058356,1231.0,2195.0,0.0,0.0,0.0,1707618591.0,3426.0,3426.0,0 days 00:57:06,3426.0,2 days 09:06:00,3426.0,142 days 18:00:00
12058357,2050.0,2946.0,0.0,0.0,0.0,1707632511.0,4996.0,4996.0,0 days 01:23:16,4996.0,3 days 11:16:00,4996.0,208 days 04:00:00
12058358,1382.0,2385.0,0.0,0.0,0.0,1707626905.0,3767.0,3767.0,0 days 01:02:47,3767.0,2 days 14:47:00,3767.0,156 days 23:00:00
12058359,3713.0,3149.0,0.0,0.0,0.0,1707638541.0,6862.0,6862.0,0 days 01:54:22,6862.0,4 days 18:22:00,6862.0,285 days 22:00:00
12058360,1974.0,3509.0,883.0,0.0,0.0,1707622851.0,6366.0,6366.0,0 days 01:46:06,6366.0,4 days 10:06:00,6366.0,265 days 06:00:00
12058361,2369.0,2140.0,0.0,0.0,0.0,1707625709.0,4509.0,4509.0,0 days 01:15:09,4509.0,3 days 03:09:00,4509.0,187 days 21:00:00
12058362,2905.0,3093.0,694.0,0.0,0.0,1707632772.0,6692.0,6692.0,0 days 01:51:32,6692.0,4 days 15:32:00,6692.0,278 days 20:00:00
12058363,5361.0,5227.0,852.0,0.0,0.0,1707645078.0,11440.0,11440.0,0 days 03:10:40,11440.0,7 days 22:40:00,11440.0,476 days 16:00:00
12058364,2308.0,2933.0,0.0,0.0,0.0,1707635712.0,5241.0,5241.0,0 days 01:27:21,5241.0,3 days 15:21:00,5241.0,218 days 09:00:00
12058365,2900.0,1690.0,0.0,0.0,0.0,1707626000.0,4590.0,4590.0,0 days 01:16:30,4590.0,3 days 04:30:00,4590.0,191 days 06:00:00
12058366,1652.0,1045.0,0.0,0.0,0.0,1707642867.0,2697.0,2697.0,0 days 00:44:57,2697.0,1 days 20:57:00,2697.0,112 days 09:00:00
12058367,2089.0,3864.0,0.0,0.0,0.0,1707632115.0,5953.0,5953.0,0 days 01:39:13,5953.0,4 days 03:13:00,5953.0,248 days 01:00:00
12058368,3232.0,1825.0,0.0,0.0,0.0,1707627394.0,5057.0,5057.0,0 days 01:24:17,5057.0,3 days 12:17:00,5057.0,210 days 17:00:00
12058369,2418.0,3211.0,0.0,0.0,0.0,1707626258.0,5629.0,5629.0,0 days 01:33:49,5629.0,3 days 21:49:00,5629.0,234 days 13:00:00
12058370,4676.0,2029.0,0.0,0.0,0.0,1707641358.0,6705.0,6705.0,0 days 01:51:45,6705.0,4 days 15:45:00,6705.0,279 days 09:00:00
12058371,2025.0,3309.0,0.0,0.0,0.0,1707619779.0,5334.0,5334.0,0 days 01:28:54,5334.0,3 days 16:54:00,5334.0,222 days 06:00:00
12058372,3617.0,2809.0,7104.0,0.0,0.0,1707639359.0,13530.0,13530.0,0 days 03:45:30,13530.0,9 days 09:30:00,13530.0,563 days 18:00:00
12058373,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058374,2928.0,3417.0,0.0,0.0,0.0,1707637342.0,6345.0,6345.0,0 days 01:45:45,6345.0,4 days 09:45:00,6345.0,264 days 09:00:00
12058375,1473.0,2635.0,0.0,0.0,0.0,1707623274.0,4108.0,4108.0,0 days 01:08:28,4108.0,2 days 20:28:00,4108.0,171 days 04:00:00
12058376,1778.0,1920.0,597.0,0.0,0.0,1707632137.0,4295.0,4295.0,0 days 01:11:35,4295.0,2 days 23:35:00,4295.0,178 days 23:00:00
12058377,1372.0,2346.0,0.0,0.0,0.0,1707619118.0,3718.0,3718.0,0 days 01:01:58,3718.0,2 days 13:58:00,3718.0,154 days 22:00:00
12058378,1732.0,1812.0,0.0,0.0,0.0,1707636204.0,3544.0,3544.0,0 days 00:59:04,3544.0,2 days 11:04:00,3544.0,147 days 16:00:00
12058379,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058407,2440.0,2853.0,0.0,0.0,0.0,1707649001.0,5293.0,5293.0,0 days 01:28:13,5293.0,3 days 16:13:00,5293.0,220 days 13:00:00
12058408,2398.0,3639.0,0.0,0.0,0.0,1707645016.0,6037.0,6037.0,0 days 01:40:37,6037.0,4 days 04:37:00,6037.0,251 days 13:00:00
12058409,3108.0,2879.0,0.0,0.0,0.0,1707645706.0,5987.0,5987.0,0 days 01:39:47,5987.0,4 days 03:47:00,5987.0,249 days 11:00:00
12058489,2487.0,2584.0,2601.0,0.0,0.0,1707660804.0,7672.0,7672.0,0 days 02:07:52,7672.0,5 days 07:52:00,7672.0,319 days 16:00:00
12058493,10620.0,11425.0,2281.0,0.0,0.0,1707651988.0,24326.0,24326.0,0 days 06:45:26,24326.0,16 days 21:26:00,24326.0,1013 days 14:00:00
12058576,2329.0,2846.0,0.0,0.0,0.0,1707645163.0,5175.0,5175.0,0 days 01:26:15,5175.0,3 days 14:15:00,5175.0,215 days 15:00:00
12058608,2404.0,2313.0,0.0,0.0,0.0,1707628716.0,4717.0,4717.0,0 days 01:18:37,4717.0,3 days 06:37:00,4717.0,196 days 13:00:00
12058609,3669.0,2541.0,0.0,0.0,0.0,1707636106.0,6210.0,6210.0,0 days 01:43:30,6210.0,4 days 07:30:00,6210.0,258 days 18:00:00
12058610,2161.0,2536.0,0.0,0.0,0.0,1707629130.0,4697.0,4697.0,0 days 01:18:17,4697.0,3 days 06:17:00,4697.0,195 days 17:00:00
12058611,1791.0,1792.0,0.0,0.0,0.0,1707639205.0,3583.0,3583.0,0 days 00:59:43,3583.0,2 days 11:43:00,3583.0,149 days 07:00:00
12058612,3234.0,2670.0,3927.0,0.0,0.0,1707632417.0,9831.0,9831.0,0 days 02:43:51,9831.0,6 days 19:51:00,9831.0,409 days 15:00:00
12058613,2928.0,4039.0,3688.0,0.0,0.0,1707639756.0,10655.0,10655.0,0 days 02:57:35,10655.0,7 days 09:35:00,10655.0,443 days 23:00:00
12058615,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058616,2600.0,5547.0,0.0,0.0,0.0,1707644677.0,8147.0,8147.0,0 days 02:15:47,8147.0,5 days 15:47:00,8147.0,339 days 11:00:00
12058620,2350.0,1881.0,0.0,0.0,0.0,1707646698.0,4231.0,4231.0,0 days 01:10:31,4231.0,2 days 22:31:00,4231.0,176 days 07:00:00
12058625,2463.0,3166.0,4878.0,0.0,0.0,1707657448.0,10507.0,10507.0,0 days 02:55:07,10507.0,7 days 07:07:00,10507.0,437 days 19:00:00
12058627,2288.0,1215.0,0.0,0.0,0.0,1707653653.0,3503.0,3503.0,0 days 00:58:23,3503.0,2 days 10:23:00,3503.0,145 days 23:00:00
12058628,1533.0,2163.0,0.0,0.0,0.0,1707652713.0,3696.0,3696.0,0 days 01:01:36,3696.0,2 days 13:36:00,3696.0,154 days 00:00:00
12058629,2309.0,3519.0,0.0,0.0,0.0,1707648417.0,5828.0,5828.0,0 days 01:37:08,5828.0,4 days 01:08:00,5828.0,242 days 20:00:00
12058630,2354.0,1366.0,0.0,0.0,0.0,1707648642.0,3720.0,3720.0,0 days 01:02:00,3720.0,2 days 14:00:00,3720.0,155 days 00:00:00
12058631,3666.0,2892.0,0.0,0.0,0.0,1707654600.0,6558.0,6558.0,0 days 01:49:18,6558.0,4 days 13:18:00,6558.0,273 days 06:00:00
12058641,1421.0,68723.0,0.0,0.0,0.0,1707657358.0,70144.0,70144.0,0 days 19:29:04,70144.0,48 days 17:04:00,70144.0,2922 days 16:00:00
12058642,2428.0,1866.0,0.0,0.0,0.0,1707653362.0,4294.0,4294.0,0 days 01:11:34,4294.0,2 days 23:34:00,4294.0,178 days 22:00:00
12058659,1678.0,1596.0,0.0,0.0,0.0,1707653700.0,3274.0,3274.0,0 days 00:54:34,3274.0,2 days 06:34:00,3274.0,136 days 10:00:00
12058660,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058661,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058688,0.0,0.0,0.0,0.0,0.0,1707656340.0,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058689,0.0,0.0,0.0,0.0,0.0,1707726915.0,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058696,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058699,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058700,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058701,2182.0,1611.0,2051.0,0.0,0.0,1707655574.0,5844.0,5844.0,0 days 01:37:24,5844.0,4 days 01:24:00,5844.0,243 days 12:00:00
12058702,2657.0,0.0,0.0,0.0,0.0,1707727797.0,2657.0,2657.0,0 days 00:44:17,2657.0,1 days 20:17:00,2657.0,110 days 17:00:00
12058745,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058746,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058747,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058748,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058749,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058750,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058751,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058752,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058753,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058754,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058755,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058756,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058757,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058758,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058759,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058760,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058761,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058762,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058763,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058764,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058765,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058766,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058767,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058768,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058769,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058770,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058771,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058772,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058773,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058774,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058775,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058776,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058777,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058778,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058779,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058780,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058781,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058782,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058783,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058784,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058785,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058786,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058787,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058788,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058789,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058790,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058791,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058792,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058793,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058794,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058795,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058796,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058797,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058828,4030.0,2883.0,0.0,0.0,0.0,1707669770.0,6913.0,6913.0,0 days 01:55:13,6913.0,4 days 19:13:00,6913.0,288 days 01:00:00
12058830,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058831,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058832,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058833,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058834,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058835,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058836,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058837,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058838,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058839,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058840,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058841,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058842,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058843,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058844,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058845,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058851,2892.0,3163.0,0.0,0.0,0.0,1707678753.0,6055.0,6055.0,0 days 01:40:55,6055.0,4 days 04:55:00,6055.0,252 days 07:00:00
12058852,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058853,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058854,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058855,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058856,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058857,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058858,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058859,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058860,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058861,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058862,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058863,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058864,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058865,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058866,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058867,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058868,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058869,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058870,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058871,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058872,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058873,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058874,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058875,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058876,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058877,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058878,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058879,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058880,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058881,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058882,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058883,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058884,10791.0,2730.0,0.0,0.0,0.0,1707671577.0,13521.0,13521.0,0 days 03:45:21,13521.0,9 days 09:21:00,13521.0,563 days 09:00:00
12058885,3421.0,1935.0,0.0,0.0,0.0,1707656734.0,5356.0,5356.0,0 days 01:29:16,5356.0,3 days 17:16:00,5356.0,223 days 04:00:00
12058886,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058887,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12058888,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
