match_id,period_1,period_2,period_3,period_4,period_5,current_period_start_timestamp,total_duration_raw,duration_seconds,formatted_seconds,duration_minutes,formatted_minutes,duration_hours,formatted_hours
12018730,2593.0,2096.0,0.0,0.0,0.0,1707479438.0,4689.0,4689.0,0 days 01:18:09,4689.0,3 days 06:09:00,4689.0,195 days 09:00:00
12018734,0.0,0.0,0.0,0.0,0.0,1707413697.0,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12046889,2416.0,4848.0,0.0,0.0,0.0,1707419917.0,7264.0,7264.0,0 days 02:01:04,7264.0,5 days 01:04:00,7264.0,302 days 16:00:00
12046971,3953.0,4754.0,0.0,0.0,0.0,1707402075.0,8707.0,8707.0,0 days 02:25:07,8707.0,6 days 01:07:00,8707.0,362 days 19:00:00
12049550,3065.0,2724.0,4277.0,0.0,0.0,1707414332.0,10066.0,10066.0,0 days 02:47:46,10066.0,6 days 23:46:00,10066.0,419 days 10:00:00
12049551,0.0,0.0,0.0,0.0,0.0,1707398130.0,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12049566,2851.0,3517.0,3354.0,0.0,0.0,1707408061.0,9722.0,9722.0,0 days 02:42:02,9722.0,6 days 18:02:00,9722.0,405 days 02:00:00
12049599,4151.0,2821.0,3281.0,0.0,0.0,1707419004.0,10253.0,10253.0,0 days 02:50:53,10253.0,7 days 02:53:00,10253.0,427 days 05:00:00
12049729,1872.0,2446.0,0.0,0.0,0.0,1707421291.0,4318.0,4318.0,0 days 01:11:58,4318.0,2 days 23:58:00,4318.0,179 days 22:00:00
12050318,2121.0,1928.0,0.0,0.0,0.0,1707436254.0,4049.0,4049.0,0 days 01:07:29,4049.0,2 days 19:29:00,4049.0,168 days 17:00:00
12051702,2950.0,1980.0,0.0,0.0,0.0,1707400078.0,4930.0,4930.0,0 days 01:22:10,4930.0,3 days 10:10:00,4930.0,205 days 10:00:00
12051795,2754.0,2694.0,0.0,0.0,0.0,1707396672.0,5448.0,5448.0,0 days 01:30:48,5448.0,3 days 18:48:00,5448.0,227 days 00:00:00
12051802,2318.0,2237.0,0.0,0.0,0.0,1707398563.0,4555.0,4555.0,0 days 01:15:55,4555.0,3 days 03:55:00,4555.0,189 days 19:00:00
12051803,1760.0,2998.0,3760.0,0.0,0.0,1707399340.0,8518.0,8518.0,0 days 02:21:58,8518.0,5 days 21:58:00,8518.0,354 days 22:00:00
12051817,2596.0,3118.0,0.0,0.0,0.0,1707400563.0,5714.0,5714.0,0 days 01:35:14,5714.0,3 days 23:14:00,5714.0,238 days 02:00:00
12051970,4484.0,3814.0,0.0,0.0,0.0,1707402598.0,8298.0,8298.0,0 days 02:18:18,8298.0,5 days 18:18:00,8298.0,345 days 18:00:00
12052001,2424.0,3378.0,0.0,0.0,0.0,1707406159.0,5802.0,5802.0,0 days 01:36:42,5802.0,4 days 00:42:00,5802.0,241 days 18:00:00
12052003,3446.0,1511.0,1653.0,0.0,0.0,1707400977.0,6610.0,6610.0,0 days 01:50:10,6610.0,4 days 14:10:00,6610.0,275 days 10:00:00
12052052,0.0,0.0,0.0,0.0,0.0,1707397865.0,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12052140,1839.0,2041.0,0.0,0.0,0.0,1707408136.0,3880.0,3880.0,0 days 01:04:40,3880.0,2 days 16:40:00,3880.0,161 days 16:00:00
12052175,2888.0,3562.0,5265.0,0.0,0.0,1707417853.0,11715.0,11715.0,0 days 03:15:15,11715.0,8 days 03:15:00,11715.0,488 days 03:00:00
12052254,1809.0,2672.0,2403.0,0.0,0.0,1707417321.0,6884.0,6884.0,0 days 01:54:44,6884.0,4 days 18:44:00,6884.0,286 days 20:00:00
12052255,1676.0,1902.0,0.0,0.0,0.0,1707401709.0,3578.0,3578.0,0 days 00:59:38,3578.0,2 days 11:38:00,3578.0,149 days 02:00:00
12052259,2131.0,4622.0,3088.0,0.0,0.0,1707414450.0,9841.0,9841.0,0 days 02:44:01,9841.0,6 days 20:01:00,9841.0,410 days 01:00:00
12052321,2513.0,1290.0,0.0,0.0,0.0,1707413418.0,3803.0,3803.0,0 days 01:03:23,3803.0,2 days 15:23:00,3803.0,158 days 11:00:00
12052333,3805.0,2658.0,0.0,0.0,0.0,1707401594.0,6463.0,6463.0,0 days 01:47:43,6463.0,4 days 11:43:00,6463.0,269 days 07:00:00
12052354,1831.0,1360.0,0.0,0.0,0.0,1707407359.0,3191.0,3191.0,0 days 00:53:11,3191.0,2 days 05:11:00,3191.0,132 days 23:00:00
12052418,5119.0,2275.0,0.0,0.0,0.0,1707406892.0,7394.0,7394.0,0 days 02:03:14,7394.0,5 days 03:14:00,7394.0,308 days 02:00:00
12052426,3542.0,3730.0,0.0,0.0,0.0,1707420004.0,7272.0,7272.0,0 days 02:01:12,7272.0,5 days 01:12:00,7272.0,303 days 00:00:00
12052428,2227.0,3301.0,0.0,0.0,0.0,1707403721.0,5528.0,5528.0,0 days 01:32:08,5528.0,3 days 20:08:00,5528.0,230 days 08:00:00
12052436,2977.0,2282.0,0.0,0.0,0.0,1707407658.0,5259.0,5259.0,0 days 01:27:39,5259.0,3 days 15:39:00,5259.0,219 days 03:00:00
12052439,3299.0,2292.0,0.0,0.0,0.0,1707423518.0,5591.0,5591.0,0 days 01:33:11,5591.0,3 days 21:11:00,5591.0,232 days 23:00:00
12052448,2796.0,2491.0,0.0,0.0,0.0,1707403966.0,5287.0,5287.0,0 days 01:28:07,5287.0,3 days 16:07:00,5287.0,220 days 07:00:00
12052481,2442.0,3160.0,5754.0,0.0,0.0,1707410754.0,11356.0,11356.0,0 days 03:09:16,11356.0,7 days 21:16:00,11356.0,473 days 04:00:00
12052488,3312.0,3709.0,0.0,0.0,0.0,1707401838.0,7021.0,7021.0,0 days 01:57:01,7021.0,4 days 21:01:00,7021.0,292 days 13:00:00
12052498,3201.0,4681.0,0.0,0.0,0.0,1707414594.0,7882.0,7882.0,0 days 02:11:22,7882.0,5 days 11:22:00,7882.0,328 days 10:00:00
12052502,3256.0,2377.0,2329.0,0.0,0.0,1707408678.0,7962.0,7962.0,0 days 02:12:42,7962.0,5 days 12:42:00,7962.0,331 days 18:00:00
12052534,2880.0,2937.0,0.0,0.0,0.0,1707422239.0,5817.0,5817.0,0 days 01:36:57,5817.0,4 days 00:57:00,5817.0,242 days 09:00:00
12052535,3722.0,3444.0,0.0,0.0,0.0,1707429844.0,7166.0,7166.0,0 days 01:59:26,7166.0,4 days 23:26:00,7166.0,298 days 14:00:00
12052547,2609.0,2620.0,0.0,0.0,0.0,1707412478.0,5229.0,5229.0,0 days 01:27:09,5229.0,3 days 15:09:00,5229.0,217 days 21:00:00
12052550,1762.0,2606.0,0.0,0.0,0.0,1707411813.0,4368.0,4368.0,0 days 01:12:48,4368.0,3 days 00:48:00,4368.0,182 days 00:00:00
12052551,4907.0,3431.0,3411.0,0.0,0.0,1707406533.0,11749.0,11749.0,0 days 03:15:49,11749.0,8 days 03:49:00,11749.0,489 days 13:00:00
12052554,2602.0,2349.0,3395.0,0.0,0.0,1707410543.0,8346.0,8346.0,0 days 02:19:06,8346.0,5 days 19:06:00,8346.0,347 days 18:00:00
12052556,3288.0,3044.0,2155.0,0.0,0.0,1707407731.0,8487.0,8487.0,0 days 02:21:27,8487.0,5 days 21:27:00,8487.0,353 days 15:00:00
12052614,2775.0,3293.0,0.0,0.0,0.0,1707407691.0,6068.0,6068.0,0 days 01:41:08,6068.0,4 days 05:08:00,6068.0,252 days 20:00:00
12052684,2263.0,2687.0,0.0,0.0,0.0,1707426932.0,4950.0,4950.0,0 days 01:22:30,4950.0,3 days 10:30:00,4950.0,206 days 06:00:00
12052761,3416.0,4390.0,0.0,0.0,0.0,1707422756.0,7806.0,7806.0,0 days 02:10:06,7806.0,5 days 10:06:00,7806.0,325 days 06:00:00
12053206,1662.0,2084.0,0.0,0.0,0.0,1707429668.0,3746.0,3746.0,0 days 01:02:26,3746.0,2 days 14:26:00,3746.0,156 days 02:00:00
12053214,3105.0,2094.0,2934.0,0.0,0.0,1707439535.0,8133.0,8133.0,0 days 02:15:33,8133.0,5 days 15:33:00,8133.0,338 days 21:00:00
12053218,3230.0,2292.0,0.0,0.0,0.0,1707443986.0,5522.0,5522.0,0 days 01:32:02,5522.0,3 days 20:02:00,5522.0,230 days 02:00:00
12053221,2641.0,3570.0,0.0,0.0,0.0,1707436752.0,6211.0,6211.0,0 days 01:43:31,6211.0,4 days 07:31:00,6211.0,258 days 19:00:00
12053231,2773.0,1560.0,0.0,0.0,0.0,1707436825.0,4333.0,4333.0,0 days 01:12:13,4333.0,3 days 00:13:00,4333.0,180 days 13:00:00
12053258,2497.0,2311.0,0.0,0.0,0.0,1707443895.0,4808.0,4808.0,0 days 01:20:08,4808.0,3 days 08:08:00,4808.0,200 days 08:00:00
12053865,76450.0,2620.0,81755.0,0.0,0.0,1707475914.0,160825.0,160825.0,1 days 20:40:25,160825.0,111 days 16:25:00,160825.0,6701 days 01:00:00
12053932,3403.0,2557.0,0.0,0.0,0.0,1707554895.0,5960.0,5960.0,0 days 01:39:20,5960.0,4 days 03:20:00,5960.0,248 days 08:00:00
12053941,2179.0,2460.0,2646.0,0.0,0.0,1707470883.0,7285.0,7285.0,0 days 02:01:25,7285.0,5 days 01:25:00,7285.0,303 days 13:00:00
12054269,0.0,0.0,0.0,0.0,0.0,1707558680.0,0.0,0.0,0 days 00:00:00,0.0,0 days 00:00:00,0.0,0 days 00:00:00
12054289,2019.0,3469.0,1779.0,0.0,0.0,1707471875.0,7267.0,7267.0,0 days 02:01:07,7267.0,5 days 01:07:00,7267.0,302 days 19:00:00
