match_id,set_id,game_id
11998445,3,13
11998445,3,13
11998445,3,13
11998445,3,13
11998445,3,13
11998445,3,13
11998445,3,13
11998445,3,13
11998445,3,13
11998445,3,13
11998445,3,13
11998445,3,12
11998445,3,12
11998445,3,12
11998445,3,12
11998445,3,12
11998445,3,12
11998445,3,12
11998445,3,12
11998445,3,12
11998445,3,11
11998445,3,11
11998445,3,11
11998445,3,11
11998445,3,11
11998445,3,10
11998445,3,10
11998445,3,10
11998445,3,9
11998445,3,9
11998445,3,9
11998445,3,9
11998445,3,8
11998445,3,8
11998445,3,8
11998445,3,8
11998445,3,8
11998445,3,8
11998445,3,8
11998445,3,7
11998445,3,7
11998445,3,7
11998445,3,7
11998445,3,7
11998445,3,6
11998445,3,6
11998445,3,6
11998445,3,5
11998445,3,5
11998445,3,5
11998445,3,5
11998445,3,4
11998445,3,4
11998445,3,4
11998445,3,4
11998445,3,3
11998445,3,3
11998445,3,3
11998445,3,3
11998445,3,2
11998445,3,2
11998445,3,2
11998445,3,2
11998445,3,1
11998445,3,1
11998445,3,1
11998445,3,1
11998445,3,1
11998445,2,8
11998445,2,8
11998445,2,8
11998445,2,8
11998445,2,8
11998445,2,8
11998445,2,8
11998445,2,7
11998445,2,7
11998445,2,7
11998445,2,7
11998445,2,6
11998445,2,6
11998445,2,6
11998445,2,6
11998445,2,5
11998445,2,5
11998445,2,5
11998445,2,5
11998445,2,5
11998445,2,4
11998445,2,4
11998445,2,4
11998445,2,4
11998445,2,3
11998445,2,3
11998445,2,3
11998445,2,3
11998445,2,2
11998445,2,2
11998445,2,2
11998445,2,2
11998445,2,2
11998445,2,2
11998445,2,2
11998445,2,1
11998445,2,1
11998445,2,1
11998445,2,1
11998445,2,1
11998445,1,12
11998445,1,12
11998445,1,12
11998445,1,12
11998445,1,12
11998445,1,11
11998445,1,11
11998445,1,11
11998445,1,11
11998445,1,10
11998445,1,10
11998445,1,10
11998445,1,9
11998445,1,9
11998445,1,9
11998445,1,9
11998445,1,8
11998445,1,8
11998445,1,8
11998445,1,8
11998445,1,7
11998445,1,7
11998445,1,7
11998445,1,7
11998445,1,7
11998445,1,6
11998445,1,6
11998445,1,6
11998445,1,6
11998445,1,6
11998445,1,6
11998445,1,6
11998445,1,5
11998445,1,5
11998445,1,5
11998445,1,5
11998445,1,5
11998445,1,4
11998445,1,4
11998445,1,4
11998445,1,4
11998445,1,4
11998445,1,3
11998445,1,3
11998445,1,3
11998445,1,2
11998445,1,2
11998445,1,2
11998445,1,1
11998445,1,1
11998445,1,1
11998446,2,7
11998446,2,7
11998446,2,7
11998446,2,7
11998446,2,7
11998446,2,7
11998446,2,7
11998446,2,7
11998446,2,7
11998446,2,6
11998446,2,6
11998446,2,6
11998446,2,6
11998446,2,6
11998446,2,5
11998446,2,5
11998446,2,5
11998446,2,5
11998446,2,4
11998446,2,4
11998446,2,4
11998446,2,3
11998446,2,3
11998446,2,3
11998446,2,3
11998446,2,3
11998446,2,3
11998446,2,3
11998446,2,3
11998446,2,3
11998446,2,3
11998446,2,3
11998446,2,3
11998446,2,3
11998446,2,3
11998446,2,3
11998446,2,3
11998446,2,3
11998446,2,2
11998446,2,2
11998446,2,2
11998446,2,1
11998446,2,1
11998446,2,1
11998446,2,1
11998446,1,10
11998446,1,10
11998446,1,10
11998446,1,10
11998446,1,9
11998446,1,9
11998446,1,9
11998446,1,9
11998446,1,9
11998446,1,8
11998446,1,8
11998446,1,8
11998446,1,8
11998446,1,8
11998446,1,7
11998446,1,7
11998446,1,7
11998446,1,7
11998446,1,7
11998446,1,7
11998446,1,7
11998446,1,6
11998446,1,6
11998446,1,6
11998446,1,6
11998446,1,6
11998446,1,6
11998446,1,6
11998446,1,5
11998446,1,5
11998446,1,5
11998446,1,4
11998446,1,4
11998446,1,4
11998446,1,4
11998446,1,3
11998446,1,3
11998446,1,3
11998446,1,3
11998446,1,2
11998446,1,2
11998446,1,2
11998446,1,1
11998446,1,1
11998446,1,1
11998446,1,1
11998446,1,1
11998447,2,6
11998447,2,6
11998447,2,6
11998447,2,6
11998447,2,6
11998447,2,5
11998447,2,5
11998447,2,5
11998447,2,5
11998447,2,5
11998447,2,5
11998447,2,5
11998447,2,4
11998447,2,4
11998447,2,4
11998447,2,4
11998447,2,3
11998447,2,3
11998447,2,3
11998447,2,3
11998447,2,3
11998447,2,2
11998447,2,2
11998447,2,2
11998447,2,2
11998447,2,1
11998447,2,1
11998447,2,1
11998447,2,1
11998447,2,1
11998447,1,10
11998447,1,10
11998447,1,10
11998447,1,10
11998447,1,10
11998447,1,9
11998447,1,9
11998447,1,9
11998447,1,8
11998447,1,8
11998447,1,8
11998447,1,7
11998447,1,7
11998447,1,7
11998447,1,7
11998447,1,6
11998447,1,6
11998447,1,6
11998447,1,6
11998447,1,6
11998447,1,6
11998447,1,6
11998447,1,6
11998447,1,6
11998447,1,6
11998447,1,6
11998447,1,6
11998447,1,6
11998447,1,6
11998447,1,6
11998447,1,6
11998447,1,6
11998447,1,5
11998447,1,5
11998447,1,5
11998447,1,5
11998447,1,5
11998447,1,5
11998447,1,5
11998447,1,5
11998447,1,5
11998447,1,4
11998447,1,4
11998447,1,4
11998447,1,4
11998447,1,3
11998447,1,3
11998447,1,3
11998447,1,3
11998447,1,3
11998447,1,3
11998447,1,3
11998447,1,2
11998447,1,2
11998447,1,2
11998447,1,2
11998447,1,2
11998447,1,2
11998447,1,2
11998447,1,2
11998447,1,2
11998447,1,2
11998447,1,2
11998447,1,1
11998447,1,1
11998447,1,1
11998447,1,1
11998447,1,1
11998448,2,10
11998448,2,10
11998448,2,10
11998448,2,10
11998448,2,10
11998448,2,9
11998448,2,9
11998448,2,9
11998448,2,8
11998448,2,8
11998448,2,8
11998448,2,8
11998448,2,8
11998448,2,8
11998448,2,8
11998448,2,7
11998448,2,7
11998448,2,7
11998448,2,7
11998448,2,7
11998448,2,6
11998448,2,6
11998448,2,6
11998448,2,6
11998448,2,6
11998448,2,6
11998448,2,6
11998448,2,5
11998448,2,5
11998448,2,5
11998448,2,5
11998448,2,5
11998448,2,4
11998448,2,4
11998448,2,4
11998448,2,3
11998448,2,3
11998448,2,3
11998448,2,3
11998448,2,2
11998448,2,2
11998448,2,2
11998448,2,2
11998448,2,2
11998448,2,1
11998448,2,1
11998448,2,1
11998448,1,10
11998448,1,10
11998448,1,10
11998448,1,10
11998448,1,9
11998448,1,9
11998448,1,9
11998448,1,9
11998448,1,8
11998448,1,8
11998448,1,8
11998448,1,7
11998448,1,7
11998448,1,7
11998448,1,7
11998448,1,7
11998448,1,6
11998448,1,6
11998448,1,6
11998448,1,6
11998448,1,5
11998448,1,5
11998448,1,5
11998448,1,5
11998448,1,4
11998448,1,4
11998448,1,4
11998448,1,4
11998448,1,4
11998448,1,4
11998448,1,4
11998448,1,4
11998448,1,4
11998448,1,3
11998448,1,3
11998448,1,3
11998448,1,3
11998448,1,3
11998448,1,3
11998448,1,3
11998448,1,3
11998448,1,2
11998448,1,2
11998448,1,2
11998448,1,2
11998448,1,2
11998448,1,2
11998448,1,2
11998448,1,1
11998448,1,1
11998448,1,1
11998448,1,1
11998448,1,1
11998449,2,10
11998449,2,10
11998449,2,10
11998449,2,10
11998449,2,10
11998449,2,9
11998449,2,9
11998449,2,9
11998449,2,9
11998449,2,9
11998449,2,8
11998449,2,8
11998449,2,8
11998449,2,8
11998449,2,8
11998449,2,7
11998449,2,7
11998449,2,7
11998449,2,7
11998449,2,7
11998449,2,6
11998449,2,6
11998449,2,6
11998449,2,6
11998449,2,6
11998449,2,6
11998449,2,6
11998449,2,5
11998449,2,5
11998449,2,5
11998449,2,5
11998449,2,4
11998449,2,4
11998449,2,4
11998449,2,3
11998449,2,3
11998449,2,3
11998449,2,2
11998449,2,2
11998449,2,2
11998449,2,2
11998449,2,2
11998449,2,2
11998449,2,2
11998449,2,2
11998449,2,2
11998449,2,2
11998449,2,2
11998449,2,2
11998449,2,2
11998449,2,1
11998449,2,1
11998449,2,1
11998449,2,1
11998449,2,1
11998449,1,7
11998449,1,7
11998449,1,7
11998449,1,7
11998449,1,7
11998449,1,6
11998449,1,6
11998449,1,6
11998449,1,6
11998449,1,6
11998449,1,5
11998449,1,5
11998449,1,5
11998449,1,5
11998449,1,5
11998449,1,4
11998449,1,4
11998449,1,4
11998449,1,4
11998449,1,4
11998449,1,4
11998449,1,4
11998449,1,3
11998449,1,3
11998449,1,3
11998449,1,3
11998449,1,3
11998449,1,3
11998449,1,3
11998449,1,2
11998449,1,2
11998449,1,2
11998449,1,2
11998449,1,1
11998449,1,1
11998449,1,1
11998449,1,1
11998450,3,9
11998450,3,9
11998450,3,9
11998450,3,8
11998450,3,8
11998450,3,8
11998450,3,8
11998450,3,8
11998450,3,7
11998450,3,7
11998450,3,7
