match_id,period_1,period_2,period_3,period_4,period_5,total_duration
12052448,2796.0,2491.0,0.0,0.0,0.0,5287.0
12052481,2442.0,3160.0,5754.0,0.0,0.0,11356.0
12052488,3312.0,3709.0,0.0,0.0,0.0,7021.0
12052498,3201.0,4681.0,0.0,0.0,0.0,7882.0
12052502,3256.0,2377.0,2329.0,0.0,0.0,7962.0
12052534,2880.0,2937.0,0.0,0.0,0.0,5817.0
12052535,3722.0,3444.0,0.0,0.0,0.0,7166.0
12052547,2609.0,2620.0,0.0,0.0,0.0,5229.0
12052550,1762.0,2606.0,0.0,0.0,0.0,4368.0
12052551,4907.0,3431.0,3411.0,0.0,0.0,11749.0
12052554,2602.0,2349.0,3395.0,0.0,0.0,8346.0
12052556,3288.0,3044.0,2155.0,0.0,0.0,8487.0
12052614,2775.0,3293.0,0.0,0.0,0.0,6068.0
12052684,2263.0,2687.0,0.0,0.0,0.0,4950.0
12052761,3416.0,4390.0,0.0,0.0,0.0,7806.0
12053206,1662.0,2084.0,0.0,0.0,0.0,3746.0
12053214,3105.0,2094.0,2934.0,0.0,0.0,8133.0
12053218,3230.0,2292.0,0.0,0.0,0.0,5522.0
12053221,2641.0,3570.0,0.0,0.0,0.0,6211.0
12053231,2773.0,1560.0,0.0,0.0,0.0,4333.0
12053258,2497.0,2311.0,0.0,0.0,0.0,4808.0
12053865,2968.423990077959,2620.0,3292.9835851249272,0.0,0.0,8881.407575202888
12053932,3403.0,2557.0,0.0,0.0,0.0,5960.0
12053941,2179.0,2460.0,2646.0,0.0,0.0,7285.0
12054269,0.0,0.0,0.0,0.0,0.0,0.0
12054289,2019.0,3469.0,1779.0,0.0,0.0,7267.0
12054299,2888.0,5524.0,1056.0,0.0,0.0,9468.0
12054300,1755.0,2416.0,0.0,0.0,0.0,4171.0
12054302,2055.0,2631.0,0.0,0.0,0.0,4686.0
12054304,2773.0,2730.0,3106.0,0.0,0.0,8609.0
12054311,4120.0,4143.0,2137.0,0.0,0.0,10400.0
12054312,2968.423990077959,2069.0,0.0,0.0,0.0,5037.423990077959
12054313,1736.0,3191.026567575987,2323.0,0.0,0.0,7250.026567575987
12054328,2129.0,2296.0,0.0,0.0,0.0,4425.0
12054355,2021.0,2736.0,3127.0,0.0,0.0,7884.0
12054402,2539.0,3466.0,5035.0,0.0,0.0,11040.0
12054403,2170.0,3191.026567575987,3292.9835851249272,0.0,0.0,8654.010152700914
12054419,2070.0,2849.0,0.0,0.0,0.0,4919.0
12054420,3103.0,2087.0,2370.0,0.0,0.0,7560.0
12054428,1386.0,1501.0,0.0,0.0,0.0,2887.0
12054429,2853.0,4508.0,0.0,0.0,0.0,7361.0
12054435,5791.0,6000.0,0.0,0.0,0.0,11791.0
12054437,1840.0,4070.0,2541.0,0.0,0.0,8451.0
12054479,3111.0,4795.0,0.0,0.0,0.0,7906.0
12054502,1516.0,3970.0,0.0,0.0,0.0,5486.0
12054552,1899.0,2096.0,0.0,0.0,0.0,3995.0
12054557,2753.0,2979.0,0.0,0.0,0.0,5732.0
12054559,3838.0,2.0,0.0,0.0,0.0,3840.0
12054581,2609.0,1896.0,2341.0,0.0,0.0,6846.0
12054583,1887.0,3049.0,0.0,0.0,0.0,4936.0
12054591,2813.0,1543.0,4147.0,0.0,0.0,8503.0
12054601,2910.0,2199.0,0.0,0.0,0.0,5109.0
12054632,2055.0,1827.0,0.0,0.0,0.0,3882.0
12054633,2172.0,2136.0,2695.0,0.0,0.0,7003.0
12054651,3693.0,2336.0,2571.0,0.0,0.0,8600.0
12054690,1666.0,2694.0,0.0,0.0,0.0,4360.0
12054727,3416.0,2598.0,0.0,0.0,0.0,6014.0
12054728,3148.0,1879.0,0.0,0.0,0.0,5027.0
12054729,1562.0,2617.0,1743.0,0.0,0.0,5922.0
12054730,2198.0,1858.0,0.0,0.0,0.0,4056.0
12054731,0.0,0.0,0.0,0.0,0.0,0.0
12054732,3018.0,2615.0,0.0,0.0,0.0,5633.0
12054733,4205.0,2908.0,0.0,0.0,0.0,7113.0
12054734,1937.0,2421.0,1925.0,0.0,0.0,6283.0
12054735,2893.0,4101.0,3456.0,0.0,0.0,10450.0
12054736,3745.0,3690.0,0.0,0.0,0.0,7435.0
12054737,0.0,0.0,0.0,0.0,0.0,0.0
12054738,1259.0,1242.0,0.0,0.0,0.0,2501.0
12054739,3492.0,2940.0,0.0,0.0,0.0,6432.0
12054740,3184.0,3146.0,3219.0,0.0,0.0,9549.0
12054741,1846.0,2495.0,4540.0,0.0,0.0,8881.0
12054752,3858.0,286.0,0.0,0.0,0.0,4144.0
12054762,1997.0,2718.0,2866.0,0.0,0.0,7581.0
12054770,2637.0,585.0,0.0,0.0,0.0,3222.0
12054784,2462.0,4010.0,2733.0,0.0,0.0,9205.0
12054845,4783.0,2216.0,4411.0,0.0,0.0,11410.0
12054861,2451.0,2939.0,0.0,0.0,0.0,5390.0
12054931,4418.0,4002.0,2620.0,0.0,0.0,11040.0
12054970,2565.0,1702.0,0.0,0.0,0.0,4267.0
12055041,2067.0,398.0,0.0,0.0,0.0,2465.0
12055042,3024.0,3608.0,0.0,0.0,0.0,6632.0
12055119,2534.0,2599.0,4446.0,0.0,0.0,9579.0
12055122,1346.0,3470.0,3645.0,0.0,0.0,8461.0
12055123,4024.0,3069.0,0.0,0.0,0.0,7093.0
12055215,3001.0,2705.0,0.0,0.0,0.0,5706.0
12055232,2752.0,3655.0,2891.0,0.0,0.0,9298.0
12055265,1949.0,1863.0,0.0,0.0,0.0,3812.0
12055342,2473.0,1531.0,2575.0,0.0,0.0,6579.0
12055771,3947.0,4358.0,2371.0,0.0,0.0,10676.0
12055783,1935.0,1718.0,2214.0,0.0,0.0,5867.0
12055835,2690.0,4144.0,2331.0,0.0,0.0,9165.0
12055836,2200.0,2078.0,0.0,0.0,0.0,4278.0
12056233,2672.0,5011.0,0.0,0.0,0.0,7683.0
12056234,2214.0,2388.0,0.0,0.0,0.0,4602.0
12056235,2270.0,1915.0,0.0,0.0,0.0,4185.0
12056239,2734.0,4617.0,0.0,0.0,0.0,7351.0
12056307,1422.0,3756.0,0.0,0.0,0.0,5178.0
12056390,3829.0,1505.0,3901.0,0.0,0.0,9235.0
12056393,5296.0,6000.0,5340.0,0.0,0.0,16636.0
12056394,2756.0,2754.0,4078.0,0.0,0.0,9588.0
12056494,0.0,0.0,0.0,0.0,0.0,0.0
12056498,2985.0,2423.0,6000.0,0.0,0.0,11408.0
12056503,2123.0,3452.0,0.0,0.0,0.0,5575.0
12056521,1612.0,1745.0,0.0,0.0,0.0,3357.0
12056522,1649.0,1636.0,0.0,0.0,0.0,3285.0
12056525,1783.0,5549.0,0.0,0.0,0.0,7332.0
12056538,2956.0,2458.0,0.0,0.0,0.0,5414.0
12056563,2540.0,2816.0,0.0,0.0,0.0,5356.0
12056577,4176.0,4929.0,0.0,0.0,0.0,9105.0
12056615,1589.0,3022.0,0.0,0.0,0.0,4611.0
12056624,2037.0,2411.0,0.0,0.0,0.0,4448.0
12056746,3379.0,2257.0,2541.0,0.0,0.0,8177.0
12056747,1624.0,4434.0,0.0,0.0,0.0,6058.0
12056784,2716.0,3444.0,0.0,0.0,0.0,6160.0
12056796,2919.0,2318.0,2577.0,0.0,0.0,7814.0
12056823,4198.0,3494.0,3410.0,0.0,0.0,11102.0
12056840,2833.0,3775.0,0.0,0.0,0.0,6608.0
12056841,1338.0,2647.0,0.0,0.0,0.0,3985.0
12056844,2999.0,2858.0,0.0,0.0,0.0,5857.0
12056845,2238.0,1652.0,0.0,0.0,0.0,3890.0
12056846,2319.0,1785.0,0.0,0.0,0.0,4104.0
12056847,3238.0,2464.0,0.0,0.0,0.0,5702.0
12056893,3238.0,3404.0,0.0,0.0,0.0,6642.0
12056915,2193.0,2258.0,4486.0,0.0,0.0,8937.0
12058095,0.0,0.0,0.0,0.0,0.0,0.0
12058097,0.0,0.0,0.0,0.0,0.0,0.0
12058236,0.0,0.0,0.0,0.0,0.0,0.0
12058286,0.0,0.0,0.0,0.0,0.0,0.0
12049570,2508.0,3000.0,0.0,0.0,0.0,5508.0
12049577,1997.0,3121.0,0.0,0.0,0.0,5118.0
12049578,2153.0,3682.0,2407.0,0.0,0.0,8242.0
12049580,3477.0,4532.0,0.0,0.0,0.0,8009.0
12049581,2400.0,2603.0,0.0,0.0,0.0,5003.0
12049582,3538.0,2314.0,0.0,0.0,0.0,5852.0
12049583,2038.0,4283.0,0.0,0.0,0.0,6321.0
12049585,2785.0,3053.0,0.0,0.0,0.0,5838.0
12049612,2988.0,6000.0,0.0,0.0,0.0,8988.0
12049616,3168.0,3646.0,0.0,0.0,0.0,6814.0
12049617,2695.0,3235.0,2166.0,0.0,0.0,8096.0
12049619,2264.0,1832.0,0.0,0.0,0.0,4096.0
12049621,3498.0,3016.0,3969.0,0.0,0.0,10483.0
12049623,2533.0,3531.0,0.0,0.0,0.0,6064.0
12049625,2198.0,2481.0,0.0,0.0,0.0,4679.0
12049631,1958.0,2540.0,0.0,0.0,0.0,4498.0
12049634,2723.0,2193.0,2305.0,0.0,0.0,7221.0
12049635,3174.0,495.0,0.0,0.0,0.0,3669.0
12049644,1941.0,2329.0,2505.0,0.0,0.0,6775.0
12049646,1790.0,2158.0,0.0,0.0,0.0,3948.0
12049647,3503.0,2705.0,2693.0,0.0,0.0,8901.0
12049648,2848.0,3222.0,2983.0,0.0,0.0,9053.0
12049649,2303.0,1675.0,1787.0,0.0,0.0,5765.0
12049653,3221.0,2989.0,0.0,0.0,0.0,6210.0
12049682,2177.0,3305.0,0.0,0.0,0.0,5482.0
12049684,0.0,0.0,0.0,0.0,0.0,0.0
12049685,2947.0,2706.0,0.0,0.0,0.0,5653.0
12049686,2840.0,3381.0,0.0,0.0,0.0,6221.0
12049687,3094.0,2553.0,0.0,0.0,0.0,5647.0
12049688,2597.0,1875.0,0.0,0.0,0.0,4472.0
12049710,3005.0,3612.0,0.0,0.0,0.0,6617.0
12049713,2778.0,2596.0,2627.0,0.0,0.0,8001.0
12049714,1410.0,1835.0,0.0,0.0,0.0,3245.0
12049721,1996.0,2460.0,0.0,0.0,0.0,4456.0
12049724,1850.0,2487.0,0.0,0.0,0.0,4337.0
12049725,2529.0,3555.0,2986.0,0.0,0.0,9070.0
12049727,3143.0,3228.0,0.0,0.0,0.0,6371.0
12049733,2639.0,3438.0,5112.0,0.0,0.0,11189.0
12049734,2484.0,3832.0,2729.0,0.0,0.0,9045.0
12049735,1745.0,2132.0,635.0,0.0,0.0,4512.0
12049739,3846.0,3624.0,1008.0,0.0,0.0,8478.0
12049740,1950.0,2521.0,0.0,0.0,0.0,4471.0
12049741,1194.0,1799.0,0.0,0.0,0.0,2993.0
12049742,1915.0,1562.0,693.0,0.0,0.0,4170.0
12049743,3409.0,3736.0,0.0,0.0,0.0,7145.0
12049745,2526.0,2198.0,1939.0,0.0,0.0,6663.0
12049746,2721.0,2172.0,0.0,0.0,0.0,4893.0
12049747,0.0,0.0,0.0,0.0,0.0,0.0
12049749,2336.0,2112.0,0.0,0.0,0.0,4448.0
12049750,2698.0,1828.0,0.0,0.0,0.0,4526.0
12049751,1784.0,1620.0,646.0,0.0,0.0,4050.0
12049776,2612.0,5939.0,0.0,0.0,0.0,8551.0
12049793,2635.0,2180.0,0.0,0.0,0.0,4815.0
12049798,4769.0,2690.0,0.0,0.0,0.0,7459.0
12049803,1946.0,4405.0,0.0,0.0,0.0,6351.0
12049806,3525.0,3532.0,3239.0,0.0,0.0,10296.0
12049813,3811.0,3929.0,4560.0,0.0,0.0,12300.0
12049814,4205.0,3482.0,0.0,0.0,0.0,7687.0
12049815,1742.0,2547.0,3112.0,0.0,0.0,7401.0
12049816,3799.0,3289.0,3350.0,0.0,0.0,10438.0
12063603,1448.0,2102.0,0.0,0.0,0.0,3550.0
12063607,2993.0,3109.0,0.0,0.0,0.0,6102.0
12063613,1825.0,2062.0,0.0,0.0,0.0,3887.0
12064927,4036.0,3226.0,3532.0,0.0,0.0,10794.0
12064931,3248.0,4199.0,0.0,0.0,0.0,7447.0
12064981,2675.0,2245.0,0.0,0.0,0.0,4920.0
12064991,1941.0,2658.0,0.0,0.0,0.0,4599.0
12065004,4715.0,2966.0,0.0,0.0,0.0,7681.0
12065013,3401.0,3934.0,4343.0,0.0,0.0,11678.0
12065958,2191.0,2757.0,0.0,0.0,0.0,4948.0
12066017,2552.0,1972.0,0.0,0.0,0.0,4524.0
12066148,2959.0,2558.0,0.0,0.0,0.0,5517.0
12066809,1921.0,2907.0,0.0,0.0,0.0,4828.0
12067229,3171.0,2999.0,0.0,0.0,0.0,6170.0
12067464,2874.0,2979.0,0.0,0.0,0.0,5853.0
12069117,2600.0,3154.0,3941.0,0.0,0.0,9695.0
12069175,2430.0,3034.0,1763.0,0.0,0.0,7227.0
12069199,2139.0,3614.0,3002.0,0.0,0.0,8755.0
12069266,3571.0,2909.0,2823.0,0.0,0.0,9303.0
12069268,2228.0,2345.0,1966.0,0.0,0.0,6539.0
12069269,3769.0,3191.026567575987,0.0,0.0,0.0,6960.026567575987
12069270,2510.0,2122.0,0.0,0.0,0.0,4632.0
12069272,2140.0,3893.0,3152.0,0.0,0.0,9185.0
12069301,2323.0,2299.0,0.0,0.0,0.0,4622.0
12069348,2875.0,4765.0,2694.0,0.0,0.0,10334.0
12069399,2717.0,2653.0,2465.0,0.0,0.0,7835.0
12069518,2623.0,2391.0,0.0,0.0,0.0,5014.0
12069579,2574.0,3418.0,0.0,0.0,0.0,5992.0
12069580,2156.0,3191.026567575987,0.0,0.0,0.0,5347.026567575987
12069697,4425.0,3089.0,0.0,0.0,0.0,7514.0
12069793,2449.0,3135.0,4260.0,0.0,0.0,9844.0
12069794,3596.0,2734.0,0.0,0.0,0.0,6330.0
12069800,2879.0,2541.0,0.0,0.0,0.0,5420.0
12069872,2999.0,1803.0,0.0,0.0,0.0,4802.0
12069886,3514.0,2062.0,0.0,0.0,0.0,5576.0
12069887,3177.0,3833.0,2691.0,0.0,0.0,9701.0
12069916,4001.0,5590.0,3379.0,0.0,0.0,12970.0
12069921,1670.0,2191.0,0.0,0.0,0.0,3861.0
12069954,2285.0,2065.0,0.0,0.0,0.0,4350.0
12069974,3027.0,1825.0,0.0,0.0,0.0,4852.0
12069982,4103.0,1755.0,0.0,0.0,0.0,5858.0
12069983,3582.0,2549.0,0.0,0.0,0.0,6131.0
12069987,1716.0,2199.0,0.0,0.0,0.0,3915.0
12070026,3491.0,2046.0,2210.0,0.0,0.0,7747.0
12070034,3622.0,2203.0,3250.0,0.0,0.0,9075.0
12070046,2529.0,4742.0,0.0,0.0,0.0,7271.0
12070062,961.0,1649.0,0.0,0.0,0.0,2610.0
12070122,2512.0,2464.0,0.0,0.0,0.0,4976.0
12070257,2960.0,3383.0,0.0,0.0,0.0,6343.0
12070258,2371.0,1262.0,0.0,0.0,0.0,3633.0
12070262,2422.0,2184.0,2295.0,0.0,0.0,6901.0
12070287,2772.0,2184.0,2499.0,0.0,0.0,7455.0
12070302,2057.0,4488.0,0.0,0.0,0.0,6545.0
12070304,2934.0,3353.0,0.0,0.0,0.0,6287.0
12070305,0.0,0.0,0.0,0.0,0.0,0.0
12070306,1996.0,3764.0,0.0,0.0,0.0,5760.0
12070315,2927.0,2948.0,0.0,0.0,0.0,5875.0
12070362,3412.0,2166.0,1836.0,0.0,0.0,7414.0
12070802,2487.0,1902.0,0.0,0.0,0.0,4389.0
12070812,3823.0,5145.0,0.0,0.0,0.0,8968.0
12070913,2487.0,3763.0,0.0,0.0,0.0,6250.0
12070914,4040.0,2678.0,0.0,0.0,0.0,6718.0
12070983,2067.0,2570.0,0.0,0.0,0.0,4637.0
12070984,2713.0,2665.0,0.0,0.0,0.0,5378.0
12071503,2923.0,2071.0,0.0,0.0,0.0,4994.0
12071549,2977.0,3176.0,0.0,0.0,0.0,6153.0
12071568,2703.0,2642.0,2090.0,0.0,0.0,7435.0
12071825,3558.0,2081.0,0.0,0.0,0.0,5639.0
12071826,1842.0,3874.0,0.0,0.0,0.0,5716.0
12071827,2611.0,2521.0,2969.0,0.0,0.0,8101.0
12071828,2144.0,2162.0,0.0,0.0,0.0,4306.0
12071829,3104.0,3587.0,0.0,0.0,0.0,6691.0
12071830,2328.0,2400.0,0.0,0.0,0.0,4728.0
12071831,2396.0,1596.0,0.0,0.0,0.0,3992.0
12071906,4128.0,2522.0,1779.0,0.0,0.0,8429.0
12071921,4597.0,3663.0,2753.0,0.0,0.0,11013.0
12071922,3077.0,3164.0,0.0,0.0,0.0,6241.0
12071930,1703.0,1690.0,0.0,0.0,0.0,3393.0
12071931,2507.0,1798.0,0.0,0.0,0.0,4305.0
12071936,3902.0,3145.0,2978.0,0.0,0.0,10025.0
12071941,2324.0,3148.0,1976.0,0.0,0.0,7448.0
12071942,2176.0,2317.0,0.0,0.0,0.0,4493.0
12071943,2085.0,3621.0,3035.0,0.0,0.0,8741.0
12071944,2628.0,2579.0,0.0,0.0,0.0,5207.0
12071945,3542.0,4295.0,3375.0,0.0,0.0,11212.0
12071946,2826.0,2348.0,0.0,0.0,0.0,5174.0
12071947,2695.0,3359.0,2467.0,0.0,0.0,8521.0
12071956,3906.0,2312.0,3941.0,0.0,0.0,10159.0
12071969,2793.0,6000.0,0.0,0.0,0.0,8793.0
12071970,2483.0,2803.0,0.0,0.0,0.0,5286.0
12072002,2057.0,2252.0,0.0,0.0,0.0,4309.0
12072003,0.0,0.0,0.0,0.0,0.0,0.0
12072004,3916.0,1644.0,0.0,0.0,0.0,5560.0
12072005,2687.0,2988.0,0.0,0.0,0.0,5675.0
12072006,2324.0,2979.0,0.0,0.0,0.0,5303.0
12072016,3189.0,4407.0,0.0,0.0,0.0,7596.0
12072024,4206.0,3110.0,0.0,0.0,0.0,7316.0
12072026,2167.0,3334.0,3268.0,0.0,0.0,8769.0
12072027,2012.0,1150.0,0.0,0.0,0.0,3162.0
12072028,2725.0,2766.0,0.0,0.0,0.0,5491.0
12072029,2392.0,2977.0,0.0,0.0,0.0,5369.0
12072035,3346.0,2049.0,0.0,0.0,0.0,5395.0
12072038,2107.0,1338.0,0.0,0.0,0.0,3445.0
12072039,3834.0,2278.0,2135.0,0.0,0.0,8247.0
12072043,0.0,0.0,0.0,0.0,0.0,0.0
12072044,2055.0,3242.0,3230.0,0.0,0.0,8527.0
12072045,1360.0,1670.0,0.0,0.0,0.0,3030.0
12072047,1809.0,3079.0,2446.0,0.0,0.0,7334.0
12072048,2137.0,3859.0,2471.0,0.0,0.0,8467.0
12072049,2790.0,2599.0,0.0,0.0,0.0,5389.0
12072050,1579.0,2986.0,0.0,0.0,0.0,4565.0
12072051,2632.0,2721.0,0.0,0.0,0.0,5353.0
12072052,2574.0,1737.0,0.0,0.0,0.0,4311.0
12072058,1125.0,2290.0,0.0,0.0,0.0,3415.0
12072060,0.0,0.0,0.0,0.0,0.0,0.0
12072061,3416.0,2147.0,0.0,0.0,0.0,5563.0
12072076,2203.0,2276.0,0.0,0.0,0.0,4479.0
12072077,2536.0,5006.0,0.0,0.0,0.0,7542.0
12072081,2478.0,3046.0,0.0,0.0,0.0,5524.0
12072099,4132.0,4268.0,0.0,0.0,0.0,8400.0
12072114,1495.0,2474.0,0.0,0.0,0.0,3969.0
12072138,2047.0,3196.0,0.0,0.0,0.0,5243.0
12072151,2829.0,2492.0,2035.0,0.0,0.0,7356.0
12072164,2409.0,3301.0,0.0,0.0,0.0,5710.0
12072165,0.0,0.0,0.0,0.0,0.0,0.0
12072177,4105.0,3722.0,0.0,0.0,0.0,7827.0
12072227,2661.0,2344.0,2656.0,0.0,0.0,7661.0
12072312,3282.0,3911.0,0.0,0.0,0.0,7193.0
12072329,3291.0,2144.0,0.0,0.0,0.0,5435.0
12072344,2187.0,2500.0,0.0,0.0,0.0,4687.0
12072359,2272.0,1770.0,0.0,0.0,0.0,4042.0
12072365,3169.0,3762.0,0.0,0.0,0.0,6931.0
12072371,3755.0,1745.0,0.0,0.0,0.0,5500.0
12072409,0.0,0.0,0.0,0.0,0.0,0.0
12072437,1133.0,2224.0,0.0,0.0,0.0,3357.0
12072439,3106.0,4698.0,0.0,0.0,0.0,7804.0
12072455,3699.0,2478.0,0.0,0.0,0.0,6177.0
12072460,1532.0,1978.0,0.0,0.0,0.0,3510.0
12072492,2031.0,3050.0,0.0,0.0,0.0,5081.0
12072499,1273.0,2763.0,0.0,0.0,0.0,4036.0
12072509,2541.0,2960.0,0.0,0.0,0.0,5501.0
12072510,1732.0,2340.0,0.0,0.0,0.0,4072.0
12072511,2717.0,2009.0,1790.0,0.0,0.0,6516.0
12072520,2893.0,1788.0,3213.0,0.0,0.0,7894.0
12072521,2308.0,1690.0,0.0,0.0,0.0,3998.0
12072522,1340.0,2112.0,0.0,0.0,0.0,3452.0
12072523,4045.0,3946.0,4771.0,0.0,0.0,12762.0
12072526,3225.0,2125.0,0.0,0.0,0.0,5350.0
12072533,3354.0,3610.0,0.0,0.0,0.0,6964.0
12072538,4196.0,2408.0,1810.0,0.0,0.0,8414.0
12072541,2207.0,2544.0,2362.0,0.0,0.0,7113.0
12072543,1274.0,2118.0,1626.0,0.0,0.0,5018.0
12072544,2649.0,3553.0,0.0,0.0,0.0,6202.0
12072546,2709.0,4201.0,2126.0,0.0,0.0,9036.0
12072555,2371.0,2567.0,0.0,0.0,0.0,4938.0
12072582,3849.0,1830.0,2194.0,0.0,0.0,7873.0
12072626,2565.0,2495.0,0.0,0.0,0.0,5060.0
