match_id,point_description,is_aces,total_aces,total_points,ace_ratio
12019899,1,1,1,84,0.011904761904761904
12019944,1,1,14,206,0.06796116504854369
12019944,1,1,14,206,0.06796116504854369
12019944,1,1,14,206,0.06796116504854369
12019944,1,1,14,206,0.06796116504854369
12019944,1,1,14,206,0.06796116504854369
12019944,1,1,14,206,0.06796116504854369
12019944,1,1,14,206,0.06796116504854369
12019944,1,1,14,206,0.06796116504854369
12019944,1,1,14,206,0.06796116504854369
12019944,1,1,14,206,0.06796116504854369
12019944,1,1,14,206,0.06796116504854369
12019944,1,1,14,206,0.06796116504854369
12019944,1,1,14,206,0.06796116504854369
12019944,1,1,14,206,0.06796116504854369
12019949,1,1,24,195,0.12307692307692308
12019949,1,1,24,195,0.12307692307692308
12019949,1,1,24,195,0.12307692307692308
12019949,1,1,24,195,0.12307692307692308
12019949,1,1,24,195,0.12307692307692308
12019949,1,1,24,195,0.12307692307692308
12019949,1,1,24,195,0.12307692307692308
12019949,1,1,24,195,0.12307692307692308
12019949,1,1,24,195,0.12307692307692308
12019949,1,1,24,195,0.12307692307692308
12019949,1,1,24,195,0.12307692307692308
12019949,1,1,24,195,0.12307692307692308
12019949,1,1,24,195,0.12307692307692308
12019949,1,1,24,195,0.12307692307692308
12019949,1,1,24,195,0.12307692307692308
12019949,1,1,24,195,0.12307692307692308
12019949,1,1,24,195,0.12307692307692308
12019949,1,1,24,195,0.12307692307692308
12019949,1,1,24,195,0.12307692307692308
12019949,1,1,24,195,0.12307692307692308
12019949,1,1,24,195,0.12307692307692308
12019949,1,1,24,195,0.12307692307692308
12019949,1,1,24,195,0.12307692307692308
12019949,1,1,24,195,0.12307692307692308
12019979,1,1,6,106,0.05660377358490566
12019979,1,1,6,106,0.05660377358490566
12019979,1,1,6,106,0.05660377358490566
12019979,1,1,6,106,0.05660377358490566
12019979,1,1,6,106,0.05660377358490566
12019979,1,1,6,106,0.05660377358490566
12020048,1,1,1,75,0.013333333333333334
12020068,1,1,1,82,0.012195121951219513
12020069,1,1,5,129,0.03875968992248062
12020069,1,1,5,129,0.03875968992248062
12020069,1,1,5,129,0.03875968992248062
12020069,1,1,5,129,0.03875968992248062
12020069,1,1,5,129,0.03875968992248062
12020070,1,1,1,113,0.008849557522123894
12020072,1,1,2,97,0.020618556701030927
12020072,1,1,2,97,0.020618556701030927
12020073,1,1,10,192,0.052083333333333336
12020073,1,1,10,192,0.052083333333333336
12020073,1,1,10,192,0.052083333333333336
12020073,1,1,10,192,0.052083333333333336
12020073,1,1,10,192,0.052083333333333336
12020073,1,1,10,192,0.052083333333333336
12020073,1,1,10,192,0.052083333333333336
12020073,1,1,10,192,0.052083333333333336
12020073,1,1,10,192,0.052083333333333336
12020073,1,1,10,192,0.052083333333333336
12020074,1,1,1,114,0.008771929824561403
12020075,1,1,5,110,0.045454545454545456
12020075,1,1,5,110,0.045454545454545456
12020075,1,1,5,110,0.045454545454545456
12020075,1,1,5,110,0.045454545454545456
12020075,1,1,5,110,0.045454545454545456
12020509,1,1,1,116,0.008620689655172414
12020510,1,1,3,161,0.018633540372670808
12020510,1,1,3,161,0.018633540372670808
12020510,1,1,3,161,0.018633540372670808
